source_file,source_path,category,keywords,key_phrases,snippet,confidence
11810769.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,restricciones,problemas de disponibilidad,"Se ha de mencionar que, debido a problemas de disponibilidad del reómetro, las medidas de reología para la pasta cocida no se pudieron llevar a cabo, ni tampoco para los niveles de sustitución del 10, 20 y 30",high
13934583.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,carencia,aspectos han faltado; subsanar esta carencia,"Creemos que estos aspectos han faltado en los diversos trabajos que se han ocupado de la cuestión, y ahora, queriendo subsanar esta carencia, presentamos el análisis en profundidad de las disposiciones monetarias dictadas a principios del siglo XVII",medium
14131100.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"retos, amenazas, solidez de la muestra, cobertura telefónica, sesgo, encuestas cortas",sesgo,"Aunque las HFPS pueden generar datos cruciales durante la pandemia, existen retos para aplicar este método, especialmente en el contexto de los desplazamientos. Podríamos definir los principales como amenazas a la solidez de la muestra y limitaciones a la información recopilada. Las encuestas deben ser cortas para no cansar a los encuestados, sobre todo cuando se han previsto repetidas interacciones, lo que inevitablemente limita la potencial profundidad y amplitud de la recopilación de datos",high
14215791.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,,pequeña cantidad de datos; no se determinó asociación,"En cuanto a la asociación del CD56 y anormalidades citogenéticas según subtipo de LMA, que no se determinó asociación entre el CD56 y el análisis citogenético cariotipo, debido a la pequeña cantidad de datos evaluados.",medium
166265.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,investigaciones,Por limitaciones de espacio,Por limitaciones de espacio se recogen tres de las estrategias más frecuentes a la hora de mostrar cortesía valorizadora indirecta en el muro de esta red social. Una valoración de tipo cuantitativo que recoja indicaciones de frecuencia referidas a las variables de sexo o condicionantes del contexto comunicativo se considera de gran interés para futuros análisis.,medium
171035.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"restricciones, dificultad, volatilidad",muestra reducida,"Dado que la muestra tratada es muy reducida, no se pretende, obviamente, extrapolación de los resultados. Un 50 de las páginas analizadas carecen de etiquetas meta. Ninguna de las web incluye metadatos.",high
175964.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"dificultades, lagunas",con las lagunas propias de estos trabajos; gran dificultad al estar muchas de ellas escritas en latín; Es muy difícil elaborar una biografía completa,"Sin embargo, creemos que, con las lagunas propias de estos trabajos, hemos logrado perfilar los rasgos más significativos de su persona y entorno. Hemos contado sin embargo con una gran dificultad al estar muchas de ellas escritas en latín, lo que nos ha hecho volver a repasar lo más significativo de esta lengua intemporal y deliciosamente bella.",medium
207592.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,,falta de series continuas; escasos datos climáticos; área remota,"Los estudios climatológicos y glaciológicos desarrollados en las zonas de alta montaña, sobre todo de las regiones tropicales, cuentan con una importante limitación derivada de la falta de series continuas de datos in-situ con respecto al clima y el balance de masa glaciar",high
212363.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,,delimitación arbitraria; periodización,"Toda delimitación es arbitraria. Lo es la periodización de un proceso, el contorno de un sistema determinado. Nosotros le damos esa forma, planteamos sus límites. No es lo mismo una periodización que se basa en los cambios de gobierno de aquella que se basa en los períodos de expansión y contracción del PBI.",medium
23065723.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,,En nuestro análisis no se incluyen las mesas de sufragio instaladas en el extranjero; las mesas de sufragio anuladas en alguna de las dos elecciones,"En nuestro análisis no se incluyen las mesas de sufragio insta-ladas en el extranjero 3833 mesas, las mesas de sufragio anuladas en alguna de las dos elecciones 1223 mesas ni aquéllas en las que el número de empadronados en la primera vuelta no coincide con el del ballotage 72 mesas. Como resultado de estas consideraciones, el universo de estudio comprendió 102.321 mesas de sufragio.",medium
24336468.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"virus, cyberterrorismo",servicios de emergencia; intercepción legal; calidad del servicio,"Parece que con suficiente ancho de banda el sistema VoIP no debe ofrecer ningún problema, sin embargo puede sufrir los mismos problemas que Internet; ataques de virus y cyberterrorismo en general, problemas que habrá que ir solucionando mientras coexistan los dos sistemas y que puede que en los primeros años de implantación permitan a los servicios tradicionales STDP gozar de una etiqueta de calidad frente a los servicios VoIP.",high
25362822.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"complejidad, procedimiento",poca experiencia; falta de equipos; imagenológicos intraoperatorios,"sin embargo, hay poca experiencia en nuestro medio, quizás por la falta de equipos imagenológicos intraoperatorios, que facilitan el manejo de pacientes mediante la técnica percutánea en fracturas de pelvis",medium
27157430.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"obstáculos, trabas",los compradores y demás individuos traficantes del trigo pondrán obstáculos y trabas,Es innegable que los compradores y demás individuos traficantes del trigo pondrán obstáculos y trabas a fin de que no prospere esta medida y quizá otros incurran en infracciones,high
39025507.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,,gran dificultad; Falta de información; Falta de tiempo; Desconfianza en las instituciones,"Sin embargo, a pesar de su conocimiento el nivel de participación NO llega a un 30. El 68 de las personas que utilizan los espacios de concertación consideran que existe gran dificultad para organizarse con otros ciudadanos y trabajar por una causa común. Sólo el 26 lo considera fácil.",high
39116623.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,,apenas conoce,"Hay, sin embargo, una faceta que apenas se conoce en Galicia, además de la del crédito, y es la de las industrias agropecuarias. Que sepamos, no existen más que una fábrica de féculas en Sarria y otra en Orense y los grandes mataderos, de tipo industrial, de Porriño y Lugo.",high
39314199.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"suponer, perecido, desapercibidas, perdido",,"Tampoco debemos creer que todas las indicaciones de la naturaleza hayan pasado desapercibidas de los antiguos, sino que debemos suponer que habrán perecido, como lo sabemos de un gran número de observaciones y de la mayor parle de los escritos de Aristóteles y de otros sabios de la antigüedad.",medium
39819481.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,,no se llegan a cumplir,"algunas de estas no son consideradas como tipologías por varios autores que discrepan en comparación a otros, debido a que no se llegan a cumplir todas las funciones que la familia cumple en la sociedad",medium
39819946.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,,situaciones de tiempo; no se ha podido continuar,Seguidamente realizaron lectura de un texto expositivo y su respectivo taller de comprensión lectora en el que también lo implementaron. Por situaciones de tiempo no se ha podido continuar con la propuesta.,medium
39824080.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,problemática,no cuenta con sistema; no ha encontrado la causa; no da cumplimiento,"Con base del diagnóstico anterior se identifica que dentro del sistema de gestión de seguridad y salud en el trabajo la empresa AVÍCOLA LOS CAMBULOS S.A en el proceso de reproductoras presenta alta accidentalidad, la compañía no ha encontrado la causa de este índice de accidentalidad que cada día se representa más elevado, es decir la compañía AVICOLA LOS CAMBULOS S.A no cuenta con un sistema de Seguridad y Salud en el Trabajo enfocado a la accidentalidad que representan sus colaboradores",medium
40918031.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,desconocemos,es posible que ciertas características hayan sido exageradas; Si bien desconocemos el modo en que se decidió el reparto del total del dinero,"Si bien dicha cuestión pone en perspectiva la información provista por los memoriales, al estar mediada por la intervención de los funcionarios capitulares, quienes muy probablemente seleccionaron las materias sobre las que versan los escritos, los mismos no dejan de proveernos de informaciones concretas en cuanto a las características de esta población que se asentó en los bordes de la ciudad.",medium
40992406.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,,,"Se debe aclarar que el valor de exceso anual de agua en el suelo no es la única causa de inundación en la región, a él se debe sumar el crecimiento del caudal de los ríos, el aumento de la planicie de inundación de los mismos y la construcción de canales clandestinos con que algunos productores envían agua a zonas más bajas.",high
41041372.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,,ninguno de los análisis incluyó la totalidad; Lamentablemente; casi desconocido,"Aunque se considera una valiosa contribución, el muestreo taxonómico fue algo limitado cada familia estaba representada solo por uno o dos géneros y se basó principalmente en caracteres dentarios... ninguno de los análisis incluyó la totalidad de los géneros conocidos para la familia",high
41069578.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,obstáculos,dificultades para realizar trabajo de campo; imposibilidad de realizar entrevistas presenciales,"A pesar de las dificultades para realizar trabajo de campo debido a las políticas sanitarias vigentes al momento de realizar el relevamiento, los contactos con informantes clave de anteriores investigaciones nos permitieron acceder a datos, documentos y comunicados que circulan entre las y los trabajadores aeronáuticos.",medium
41132252.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,,no se detecta; no ha sido aún reglamentada; matiza sus posibilidades reales,"En lo que respecta al ámbito normativo de la Provincia, si bien posee un amplio desarrollo legislativo e institucional de la temática, no se detecta una ley general del ambiente que complemente la ley nacional No 25.675, y ello se mantiene desde la gestión 2007-2011.",medium
42415388.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,,no agota la totalidad; no hemos agotado,"Conscientes de que la presente investigación no agota la totalidad de obras artísticas en cada área, se deja abierto el espacio a nuevas propuestas, y se espera poder contribuir al desarrollo de la IUSARS y generar nuevos espacios o bien consolidar los que ya establecidos, para el desarrollo y compresión del derecho desde la interdisciplinariedad.",high
45940717.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,,no lo saben interpretar; se remiten a las calificadoras de riesgo,"A pesar que el modelo es conocido generalmente por el mercado, es un modelo que tiene muchas limitaciones y en la práctica los inversionistas no lo saben interpretar de manera correcta o sencillamente se remiten a las calificadoras de riesgo a la hora de tomar una decisión.",high
46007103.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"complejidad, dificultad",problemas de traducción; conocimientos del lector,"La primera de ellas es la complejidad que presenta la transmisión de la cultura, expresada en gran parte por los referentes culturales. Este tema me ha hecho plantearme la dificultad de determinar qué conocimientos tiene el lector sobre determinados elementos culturales y el peso que tiene este asunto a la hora de elegir una solución para esos referentes en la lengua meta.",medium
46009080.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"déficit, fracaso, paradoja",afirmación parcial; callejón sin salida,"El problema capital del fact checking: la asunción de un cierto fracaso, un déficit que en nada empaña la necesidad de su ejercicio. Dicho con mayor claridad: verificar una imagen es siempre hacer una afirmación parcial con respecto al enfoque y profundidad de su contenido",medium
46458492.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"problema, restricciones, dificultad",El principal problema radica en que es complicado demostrar la intencionalidad; el mayor problema de la regulación es que esta produce efectos que no favorecen la consecución de resultados eficientes; El principal problema es que la RTE-T resulta muy cara,"El principal problema radica en que es complicado demostrar la intencionalidad. Las acciones derivadas del contrato de transporte tienen un plazo de prescripción de un año aunque para acciones de carácter doloso el plazo se amplía un año más. La responsabilidad del porteador es un tema recurrente en la actividad judicial en España. El principal problema es que la RTE-T resulta muy cara, sólo el coste de la creación de las infraestructuras necesarias para satisfacer la demanda prevista de transporte europeo se calcula en 1,5 billones de euros hasta 2030.",medium
46475372.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"cautela, dificultad","adjetivo este último que uso con la cautela a que nos obliga el escepticismo posmoderno; Concientes pues de que nos acercamos a la GB; al menos en mi caso, pues no puedo hablar por todos los lectores","Estoy plenamente consciente de la dificultad de referirse a una realidad que no esté ya enmarcada por el lenguaje y la cultura, pero, como se verá más adelante, de lo que se trata es de observar precisamente la experiencia en la que se entrecruzan el tiempo, el espacio y el lenguaje.",medium
46497003.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"dificultad, obligación",pocos estudios empíricos; datos reales,"Aunque hay pocos estudios empíricos sobre el efecto de los HFTs en los mercados financieros debido a la dificultad de obtener datos reales sobre las operaciones de éstos, existen muy diferentes y diversas opiniones sobre cómo el HFT afecta a los mercados",high
47673564.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,deficiencias,deficiencias históricas; movilidad urbana deficiente; problemas de integración; graves deficiencias históricas,"Ahora bien, la ciudad tiene también pendiente la resolución de una vertebración interna más eficaz, dado que la movilidad urbana entre barrios resulta aún muy deficiente y lenta.",medium
52704809.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"Internet, barrera, expansión","Debido a la irregular penetración de Internet a lo largo del país, los servicios a demanda, a primera vista alternativos y con costos inferiores al que ofrecen la televisión por del cable y satelital, encuentran una barrera para su expansión por fuera de los centros urbanos","Pese a no contar con un corpus de análisis precedentes, podemos inferir que tanto Netflix, como otros servicios de VoD OTT, requieren un estabilidad de conexión por encima del standard argentino, que dificulta su llegada a aquellas zonas más postergadas en relación al acceso y calidad de banda ancha. Debido a la irregular penetración de Internet a lo largo del país, los servicios a demanda, a primera vista alternativos y con costos inferiores al que ofrecen la televisión por del cable y satelital, encuentran una barrera para su expansión por fuera de los centros urbanos.",high
5291368.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"moda actual, ineficientes, infraestructura",casi nula promoción,"La riqueza natural y cultural que posee la Ruta Valdivia-San José no es muy conocida por los turistas que visitan la Provincia de Santa Elena debido a la moda actual o a la casi nula promoción de parte de los gobiernos locales y seccionales. El Estado además debería preocuparse por estos sectores de la Patria olvidados, donde los servicios básicos, a pesar de encontrarse a pocos minutos de ciudades desarrolladas, aún son ineficientes generando así un mal aspecto a estas pequeñas poblaciones",medium
5540002.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"clima, calor, hospedaje, cansancio, somnolencia",Una de las principales limitaciones que afectó la estrategia fue el clima; el calor y el sol implicaron un cansancio significativo; Otro elemento que afectó la estrategia fue el hospedaje,"Una de las principales limitaciones que afectó la estrategia fue el clima, pues el calor y el sol implicaron un cansancio significativo producto de las actividades programadas, por lo que todo lo programado después de las cinco de la tarde sufrió una disminución de fuerzas y un aumento de la somnolencia por parte del grupo",high
59918792.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,,precisión de las mediciones; mediciones repetidas; mayor tamaño de la muestra; poblaciones diversas,"Teniendo en cuenta las diferencias entre las presiones arteriales obtenidas por los dos métodos a cada medición realizada individualmente, fue posible verificar que la precisión de las mediciones obtenidas por el método oscilométrico no fue adecuada, y es importante que se tome mediciones repetidas y se utilice el promedio de las mismas, es decir, en estudios o en la práctica clínica.",high
60153360.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,,diseño transversal; no pueden generalizarse; tipo de muestra,"En cuanto a las limitaciones de este trabajo se encuentra lo siguiente: un diseño transversal no permite una evaluación confirmatoria de las relaciones de causalidad del modelo propuesto. Es necesario un estudio longitudinal que favorezca la posibilidad de establecer las relaciones de causalidad. También, los resultados obtenidos no pueden generalizarse debido al tipo de muestra que se utilizó.",high
60714991.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,supuestos,no podemos explicar; tampoco podemos afirmar,"No es nuestra intención apropiarnos del término secularizaciones múltiples, tampoco defender que hemos sido los primeros en utilizarlo. Son numerosos los autores que lo han sobrevolado, utilizando denominaciones similares como: historias de secularización Martin 2005, historias múltiples o Religión y modernidades múltiples Berger 2014. Pero es Casanova 2012 quien recoge en primer lugar el término secularizaciones múltiples, aunque sin desarrollarlo.",medium
61108123.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,deficiencias,carencias legislativas; gran problema; falencias llamativas,"Por medio de una metodología comparativa entre ambas legislaciones sobre la materia, apoyada en la doctrina y la jurisprudencia, nos permitiremos valorar las deficiencias de una u otra normativa, como por ejemplo el gran problema de la naturaleza del derecho protegido en la normativa española, o el de la paraguaya de dejar por fuera del ámbito de incidencia de la Ley a determinados actores protagónicos de la vida política que deberían de haber formado parte de los sujetos obligados.",high
61112453.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"obstáculos, fuentes, indirectas, subsidiarias, mediatizados, precavidos",Uno de los primeros obstáculos con el que nos encontramos al realizar este tipo de trabajo; como historiadores debemos ser cuidadosos e incluso precavidos con materiales literarios de este tipo,"Uno de los primeros obstáculos con el que nos encontramos al realizar este tipo de trabajo donde la memoria es el eje por el que discurre la investigación, es el de las fuentes. Todas las referencias que tenemos no sólo de nuestra protagonista sino de las mujeres de la aristocracia africana, esposas, viudas, hermanas o hijas de los ricos magistrados de esta elite, son indirectas.",medium
61123543.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"ampliar el estudio, metodología mixta",Algunas propuestas para futuras investigaciones serían ampliar el estudio utilizando una metodología mixta; involucrar en la muestra al profesorado y a los directivos correspondientes,"Algunas propuestas para futuras investigaciones serían ampliar el estudio utilizando una metodología mixta que permita triangular los datos y poder explicar el objeto de estudio; a la vez, involucrar en la muestra al profesorado y a los directivos correspondientes, de tal modo poder tener una información más amplia sobre la formación en competencias docentes y discentes.",medium
64866270.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"información perdida, artefactos diagnósticos, contexto intrusivo","Exceptuando los textiles estudiados, ningún otro artefacto culturalmente diagnóstico fue hallado; Claramente se ha perdido una parte importante de esta historia","Exceptuando los textiles estudiados, ningún otro artefacto culturalmente diagnóstico fue hallado en asociación con los entierros. Claramente se ha perdido una parte importante de esta historia; sin embargo, la información procedente de los textiles asociados al evento que aquí se ha presentado aportan algo a nuestra comprensión de este complejo ritual",high
67752443.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"dificultades, mitología, historia, cantidad de estudios",dificultades encontradas; la dificultad de separar la historia de la mitología; nos movemos en un terreno entre histórico y legendario,"En cuanto a las dificultades con las que nos hemos topado desde el momento en el que nos planteamos desarrollar este trabajo podrían destacarse principalmente dos. Por un lado, la cantidad de estudios que existen sobre el tango especialmente sobre sus primeros pasos y por otro, la dificultad de separar la historia de la mitología.",high
67797404.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"restricciones, dificultades",la razón más principal de que no querían o no estaban en condiciones de navegar por Internet; falta de los conocimientos necesarios sobre ordenador,"Según los datos de cuestionarios para los habitantes rurales que no es cibernauta chino del Centro de Información de la Red de Internet de China, la razón más principal de que no querían o no estaban en condiciones de navegar por Internet de los habitantes rurales no cibernauta es la falta de los conocimientos necesarios sobre ordenador y acceso a Internet, la proporción es 68.0%",medium
67807357.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"problemas, desventajas",escasa capacidad,"Como consecuencia, estos modelos turísticos han tenido escasa capacidad para contribuir al desarrollo socio-económico. Como conclusión, afirman que en los países subdesarrollados no todas las derivaciones del desarrollo turístico son positivas. Por el contrario, hay desventajas que son prácticamente imposibles controlar, lo que hace del turismo una peligrosa industria en la cual invertir todos los recursos disponibles.",medium
67826906.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"dificultades, no tiene un mercado, aproximación",Al ser un bien que no tiene un mercado; pero en ningún caso deben ser interpretado como exacto o único,"La valoración económica del uso recreativo del Parque de María Luisa presenta las mismas dificultades que la valoración de cualquier otro recurso natural. Al ser un bien que no tiene un mercado, el usuario no conoce su precio o valor de uso. Este método permite obtener una aproximación del valor económico del bien, pero en ningún caso deben ser interpretado como exacto o único (Pérez et al., 1996).",medium
68465029.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"atentado, pluralismo, restricciones",Restringieron el trabajo de la prensa crítica; si bien se intentó atemorizar a la sociedad civil,"Sin embargo a su vez han atentado en contra del pluralismo, han manufacturado enemigos y han cerrado espacios a la oposición. Mi cuarto argumento es que si bien los populismos comparten una lógica política no todos son iguales.",medium
68466910.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"ocultación, documentación",difícil tarea; mayor dificultad,"al margen de la terminología generada en la época, la mayor dificultad radica en la ocultación que presenta la documentación relativa a estas operaciones. a pesar de que siempre hay negociaciones previas para la compra de estos cargos y honores, en todas ellas existe un interés generalizado, por parte de los compradores, de omitir y esconder los pagos, lo que supone una de las limitaciones principales de su estudio.",high
68826643.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,,ven restringido su acercamiento; visión acotada; desconocen cómo asesorar; no cuentan con objetos cerámicos,"En la Provincia de Misiones, la sociedad en general, los estudiantes y la propia comunidad mbyá, ven restringido su acercamiento al patrimonio cerámico. Los primeros tienen hasta el momento, una visión acotada y a veces, estereotipada del patrimonio cultural guaraní, al que identifican con la cestería y la talla en madera. En el ámbito educativo, ante hallazgos de restos arqueológicos los maestros afirman que desconocen cómo asesorar, para resguardar este patrimonio.",high
6970564.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,,no serán todas respondidas; menos trabajadas; no contamos con datos suficientes; no podrá ser respondido ampliamente,"Como indicamos, estas interrogantes planteadas en el inicio no serán todas respondidas y consideradas de igual modo; en cada caso pertinente, señalaremos cuáles han sido, por motivos diversos, menos trabajadas en este estudio.",medium
6981989.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,"burocratización, desconfianza, miedo","la Autonomía de los centros ha de venir limitada en un doble aspecto; La burocratización: debido a la enorme inercia existente; La desconfianza, por parte de la comunidad educativa; Miedo a los efectos negativos que pueda originar la propia autonomía","Respecto a este primer apartado, y como límites inherentes al propio sistema, tenemos: a) La burocratización: debido a la enorme inercia existente, que asegura un funcionamiento de carácter cuantitativo, pero dificulta los niveles de calidad y la conexión con el medio. b) La desconfianza, por parte de la comunidad educativa, hacia la utilidad de la participación como consecuencia de la falta de desburocratización de sus mecanismos.",high
70618469.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,LIM,,delicado equilibrio; error entrar a trasladar; cada modelo particular,"Ese delicado equilibrio se constituirá en el reto más grande a conseguir por parte de la justicia transicional, aplicado a cada modelo particular y concreto, por este motivo sería un error entrar a trasladar el modelo de justicia transicional aplicado por otro Estado al caso colombiano.",high
