"source_file","source_path","category","keywords","key_phrases","snippet","confidence"
"10059003.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","CONC/CONTR_IMP","final, propuesta, base, hormigón, poroso, geocelda","superan","CONCLUSIONES Y PROPUESTA FINAL: Una vez determinado que tanto la alternativa de hormigón poroso como la de geocelda de refuerzo cumplen con los requisitos necesarios para evitar asientos diferenciales manteniendo la permeabilidad, se ha tomado la decisión en base al coste. El hormigón poroso resulta más costoso, debido a la maquinaria y mano de obra necesarias para una actuación tan pequeña, por lo que la propuesta final es la de utilizar geoceldas que confinen parte de la sub-base, aportando gran resistencia a la compresión. Ilustración 4. Sección final de la actuación, plazas adoquinadas. Resumen TFG Coral Cossío Abascal Septiembre 2019 4 La solución final propuesta no se puede generalizar al refuerzo de carreteras debido a las particularidades de cargas y permeabilidad exigidas en el caso particular estudiado de un aparcamiento de firmes permeables. [...]","low"
"10086651.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","INTRO/CONTR_EXP","educación, aspectos, sexual, diversidad, hemos, nuestra","se establece el","Por ello, es necesario trabajar aspectos relacionados con la pluralidad sexual. 6 Como docentes hemos de comprometernos a formarnos y a buscar herramientas para abordar la temática LGBTI y feminista que, nos permitan afrontar la diversidad sexual y de géneros de nuestra vida de aula, así como la inclusión de dichos elementos en la agenda pública. Lo que a su vez es nuestra obligación como adultos y adultas a cargo de la educación de nuestro alumnado que, dispone de derechos que hemos de respetar y contemplar, garantizando una educación inclusiva y de calidad De Toro, 2015. A fin de promover una educación con perspectiva de género y, que, por supuesto contemple la diversidad afectivo-sexual como aspecto primordial para un completo desarrollo de nuestro alumnado, he creído conveniente comenzar por recalcar la importancia de realizar este tipo de cambio de políticas educativas, aspecto visible en el siguiente apartado, que corresponde a la justificación. [...]","medium"
"10086651.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","INTRO/CONTR_EXP","propuesta, educación, infantil, alumnado, segundo, ciclo","se establece el","Cabe resaltar que, atendiendo al Decreto 792008, de 14 de agosto por el que se establece el currículo del segundo ciclo de Educación Infantil en la Comunidad Autónoma de Cantabria, el tratamiento sobre la diversidad de estructuras familiares y, la valoración positiva de las relaciones que en ellas se establecen son aspectos que han de incluirse en las aulas de Educación Infantil. Por lo tanto, en el apartado de justificación también, expongo investigaciones que recalcan la falta de tratamiento de dichos aspectos en los centros educativos a sabiendas de que la legislación contempla su inclusión en el aula. Tras reafirmar la urgencia de atender estas temáticas desde edades tempranas, he creído necesario comenzar por una distinción terminológica sobre conceptos básicos relacionados con la diversidad afectivo-sexual a fin de fundamentar teóricamente la propuesta de intervención, todo ello se verá reflejado en el marco teórico. [...]","medium"
"10086651.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","INTRO/CONTR_EXP","educación, alumnado, igualdad, infantil, social, propuesta","se presenta el","7 La propuesta alude a los agentes de socialización más próximos al alumnado, es decir, a las familias y la escuela, así, a fin de promover una transformación social en aras de la justicia, la igualdad y la no discriminación por sexo, género, identidad u orientación sexual, ambos agentes han de trabajar de forma conjunta, dado que proporcionan modelos de conducta y comportamentales reforzados socialmente al alumnado Hernández, 2014. Una vez presentados los planteamientos teóricos tenidos en cuenta para la propuesta de intervención educativa, se presenta el programa Todos somos iguales y diferentes dirigido al segundo ciclo de Educación Infantil, concretamente al alumnado de 4 años. Finalmente, se exponen las conclusiones más relevantes y, como anexos, se recogen recursos complementarios para trabajar la igualdad de género y la temática LGBTI con familias, docentes y alumnado. 2. [...]","medium"
"10086651.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","BACK/CONTR_EXP","derechos, igualdad, niño, cualquier, hombres, mujeres","se introduce un","Cabe resaltar los siguientes textos legales, partiendo de la Declaración Universal de los Derechos Humanos 1948, en la que se establece ya en el preámbulo la igualdad de derechos y valía entre hombres y mujeres, junto con el artículo primero y segundo en el que se recalca que, todo ser humano nace libre e igual en dignidad y derechos, de manera que todo ser humano tiene el mismo valor y han de ser tratados por igual Asamblea General de la ONU, 1948. Por su parte la Convención Internacional sobre los Derechos del Niño 1989, hace referencia en el artículo 2, a la necesidad de asegurar la aplicación de la Convención a cada niño independientemente de la raza, color, sexo, idioma... así como a garantizar la protección del niño contra cualquier forma de discriminación o castigo, ya sea por su condición, como por las opiniones expresadas. [...]","medium"
"10086651.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","BACK/CONTR_EXP","igualdad, oportunidades, educación, cualquier, derechos, hombres","se introduce un","De manera que, se introduce un principio básico a fin de terminar cualquier tipo de discriminación y fomentando la igualdad de oportunidades educativas entre ambos. Aspecto que posteriormente se contempla en la Constitución Española 1978 en la que se alude a la igualdad que poseen todos los españoles y, que por tanto no han de ser discriminados por cualquier índole. 15 Posteriormente, la Ley Orgánica de Ordenación General del Sistema Educativo 1990, incorporó contenidos específicos sobre educación afectivo-sexual de forma transversal. Planteó la importancia de avanzar en contra de la discriminación y la desigualdad ya sea por razón de nacimiento, raza, sexo, religión u opinión, así como por su origen familiar o social. A su vez, planteaba la importancia de fomentar la igualdad de oportunidades entre sexos, así como la mención al lenguaje inclusivo y, a la necesidad de superar cualquier tipo de estereotipo. [...]","medium"
"10086651.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","METH/CONTR_EXP","educación, alumnado, infantil, afectivo, centros, educativos","se establece el","Actualmente, la educación en la diversidad afectivo-sexual está ausente en la mayor parte de los centros educativos, en los que normalmente lejos de educar al alumnado en un entorno diverso, se tiende a favorecer una visión heterosexista y homófoba de la sexualidad Penna, 2012. Aspecto que, como profesionales de la educación que, hemos de ofrecer al alumnado propuestas educativas a fin de que comprendan la realidad social y, de que puedan 27 desarrollarse libremente, hemos de incluir en los centros educativos. Por otro lado, tal y como expone el Instituto Nacional de Estadística, en 2019 el número de víctimas de la violencia de género aumentó un 2 hasta el número de 31.911 mujeres. Aspecto alarmante al que la escuela ha de tratar de dar respuesta mediante la prevención de este tipo de violencia, desarrollando propuestas coeducativas que trabajen y fomenten una igualdad real entre hombres y mujeres. [...]","medium"
"10086651.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","METH/CONTR_EXP","propuesta, aula, educación, infantil, centro, alumnado","se establece el","Por lo tanto, la siguiente propuesta de intervención planteada para el aula de 4 años, del segundo ciclo de Educación Infantil, se ve amparada por un amplio marco legislativo expuesto previamente. Esta propuesta atiende varios niveles, comenzando por el centro educativo, atendiendo a los valores e ideales que han de fomentarse partiendo de cambios o prácticas propias de todo el centro escolar, continuando por la formación docente, así como la formación que han de recibir las familias y, finalmente el alumnado. En definitiva, persigue que cada agente socializador que educa e influye en el desarrollo del alumnado disponga de herramientas fundamentadas en temática LGBTI y en la igualdad entre hombres y mujeres. De forma que, podamos ser coherentes y formar una red de transparencia, cooperación y aprendizaje bidireccional. 5.1. [...]","medium"
"10086651.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","METH/CONTR_EXP","actividades, objetivos, áreas, educación, infantil, decreto","se establece el","28 De manera que, en este caso concreto planteo actividades para un aula de Educación Infantil con alumnado de 4 años. De acuerdo con el Decreto 792008, de 14 de agosto por el que se establece el currículo del segundo ciclo de Educación Infantil en la Comunidad Autónoma de Cantabria este proyecto hace referencia a los siguientes objetivos generales: Promover la igualdad entre niñas y niños. Eliminar estereotipos de género. Prevenir el acoso entre iguales, el sexismo y la LGBTIfobia. Fomentar actitudes de respeto y valoración ante la diversidad. Favorecer la construcción de la identidad sexual y de género evitando actitudes discriminatorias y la asignación de roles marcados por estereotipos y comportamientos sexistas. Promover la atención a la diversidad afectivo-sexual del alumnado y sus familias en el aula. [...]","medium"
"10086651.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","RES/CONTR_EXP","cuerpo, actividad, corporal, alumnado, imagen, nuestro","se define la","A fin de que nuestro alumnado comprenda que independientemente del cuerpo, de sus gustos, de su corte de pelo o cualquier característica física, tiene derecho a ser y expresarse como realmente es, en un clima seguro de aceptación y valoración que se generará con esta actividad. ACTIVIDAD 2 DIBUJO MI CUERPO Para esta actividad es necesario que el o la docente realice una introducción de la temática atendiendo a la actividad anterior, a modo de recordatorio. Posteriormente, expondrá en que consiste la actividad de dibujar su cuerpo y, el alumnado se sentará para poder realizarla, para lo que dispondrán de diversidad de materiales folios, rotuladores, pinturas.... Una vez 38 hayan finalizado todos y todas, volverán a reunirse en gran grupo en la asamblea, de forma que puedan compartir y explicar de manera individual la representación que han realizado y como se sienten al respecto. [...]","medium"
"10086651.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","RES/CONTR_EXP","forma, actividad, recortables, corporal, caso, alumnado","se define la","En definitiva, se define la imagen corporal como un constructo que alude a la representación mental que se forma el individuo de su propio cuerpo. Dicha imagen corporal se ve influenciada por interacciones sociales, por la familia, los iguales, la cultura, así como los medios de comunicación León, González-Martí, Fernández-Bustos y Contreras, 2018. En caso de producirse o percibirse tal tipo de alteración en el alumnado, se destinarán dichas preocupaciones al centro y, en su caso se trabajará con los profesionales necesarios. ACTIVIDAD 3 LOS CUERPOS HUMANOS Para realizar la actividad el o la docente comenzará exponiendo el procedimiento en la asamblea, de forma que el alumnado comprenda la finalidad de la actividad, así como su proceso y los materiales de los que disponen, en este caso, fichas recortables, pegamento y pinturasrotuladores. [...]","medium"
"10086651.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","BACK/CONTR_EXP","recuperado, género, revista, https, educación, infantil","se establece el","2007. La construcción de la identidad de género: enfoques teóricos para fundamentar la investigación e intervención educativa. Revista de Investigación Educativa, 251, 151-166. Recuperado de: https:revistas.um.esriearticleview9666192871 Córdoba, D. 2005. Teoría queer: reflexiones sobre sexo, sexualidad e identidad. Hacia una politización de la sexualidad. Teoría queer. Políticas bolleras, maricas, trans, mestizas, Madrid, Egales, 21. Recuperado de: https:scholar.google.esscholar?hlesassdt02C5qteoriaqueer3AreflexionessobresexobtnG Cruz, J. M. D., y García-Horta, J. B. 2016. Igualdad, Equidad de Género y Feminismo, una mirada histórica a la conquista de los derechos de las mujeres. Revista CS, 18, 107-158. Recuperado de: http:webcache.icesi.edu.corevistasindex.phprevistacsarticleview1960 47 Declaración de Montréal 2006, julio. Presentado en Conferencia Internacional sobre los derechos LGBT, Montréal, Canadá. Recuperado de: www.trade-union-rainbow-rights.orgDeclaration20of20MontrealES. [...]","medium"
"10086651.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","CONC/CONTR_EXP","recuperado, https, educación, género, infantil, trabajo","se establece el; inédito","Diversidad de tipo de familias. Revista Arista Digital, 49, 67-71. Recuperado de: www.afapna.eswebaristadigitalarchivosrevista2014octubre9.pdf Varela, N. 2014. Feminismo para principiantes. Ediciones B. Barcelona. Vargas Simal, J. A. 2018. Igualdad de género en Educación Infantil: Un reto del siglo XXI. Trabajo de Fin de Grado. Recuperado de: 55 https:uvadoc.uva.esbitstreamhandle1032431580TFG-O-1311.pdf?sequence1isAllowedy Vázquez del Campo, A. 2019. Feminismo y educación: una intervención educativa para la igualdad de género en educación infantil. Trabajo de Fin de Grado. Recuperado de: https:repositorio.unican.esxmluibitstreamhandle1090217334VazquezdelCampoAndrea.pdf?sequence1isAllowedy Villar Calderón, A. 2018. Coeducación en el juego de los recreos escolares. Trabajo Fin de Grado inédito. Universidad de Sevilla, Sevilla. Recuperado de: https:idus.us.esbitstreamhandle1144181700VILLAR20CALDERÓN2c20ALEGRÍA20coeducación20en20el20juego.pdf?sequence1isAllowedy Yogyakarta, P. 2007. [...]","medium"
"10086651.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","BACK/CONTR_EXP","sexual, marco, conceptos, teórico, diversidad, patriarcado","se plantea una","MARCO TEÓRICO A lo largo del marco teórico se plantean conceptos fundamentales para comprender el entramado de la diversidad afectivo-sexual y, de la igualdad entre géneros. Comenzando por la descripción del sistema sexogénero, así como de los conceptos claves. Este análisis es fundamental para comprender el patriarcado, así como la desigualdad a la que se enfrentan los distintos sexos y géneros en nuestra sociedad. Las instituciones públicas, así como la legislación vigente y anterior se ha visto sesgada por la influencia y las raíces del patriarcado, así como por un carácter androcéntrico. Aun así, la sociedad ha ido avanzando hasta el reconocimiento y valoración de la pluralidad social en la que se ve envuelta. De manera que, se expone un marco legislativo en el que históricamente han quedado reflejados y amparados los derechos relacionados con la igualdad y la diversidad afectivo-sexual. Derechos que han de conocerse y promoverse en los centros educativos. [...]","medium"
"10086651.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","INTRO/CONTR_EXP","diversidad, mujeres, derechos, sexual, feminista, género","se plantea una","Análisis de las normativas en materia de feminismo y diversidad afectivo-sexual Un enfoque desde la perspectiva feminista resulta fundamental para acoger, respetar y valorar la diversidad humana. La tradicional concepción del género desde ideologías patriarcales hace más notorias las diferencias entre 14 hombres y mujeres, en las que los hombres también se ven limitados, obligados a prescindir de los roles y características propias que se atribuyen a las mujeres, restando así libertades a la definición y desarrollo de la propia identidad sexual y de género Facio, 2005. Desde el movimiento feminista se plantea una transgresión social, comprendido como un movimiento que recoge diversidad de reflexiones y actuaciones orientadas a acabar con la desigualdad y opresión de las mujeres a fin de construir una sociedad en la que las discriminaciones por razón de sexo y género no tengan cabida. [...]","medium"
"10086651.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","METH/CONTR_EXP","lgbti, respeto, derechos, colectivo, dado, importancia","se elabora un","Por otro lado, el segundo de los principios completa lo expuesto previamente, dado que recalca la importancia de que los estados tengan por objeto eliminar actitudes discriminatorias mediante sus programas educativos. Todo ello acaba recogiéndose en el principio 16, que alude al derecho de todo ser humano a la educación, sin ningún tipo de discriminación hacia ellos independientemente de la orientación sexual o identidad de género que presente y, en este caso se añade el concepto del respeto, dado que se ha de garantizar tanto la no discriminación, como la comprensión y el respeto hacia la diversidad. Por su parte, se alude a su vez al respeto y a la tolerancia hacia la igualdad entre sexos. A nivel internacional, también destaca la Declaración de Montreal 2006 que surge con el explícito objetivo de que se garanticen los derechos del colectivo LGBTI. [...]","medium"
"10086651.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","INTRO/CONTR_IMP","evaluación, propuesta, educación, atendiendo, objetivos, fundamental","mejora","5.6. Evaluación de la propuesta de intervención La evaluación de las actividades se realizará mediante la observación atendiendo a los criterios de evaluación que se ven reflejados en la rúbrica de evaluación y que atienden al grado de consecución de los objetivos específicos de la propuesta ANEXO II. 43 A su vez, considero fundamental realizar una valoración y evaluación sobre la actividad y la acogida y resultados tras su puesta en práctica, atendiendo a su adecuación al alumnado, su utilidad, sus fortalezas y limitaciones y sugiriendo posibles aspectos para su mejora y posterior optimización. 44 6. CONCLUSIONES Tras finalizar la revisión teórica puedo concluir que los principales objetivos de este TFG quedan resueltos. [...]","low"
"10086651.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","DISC/CONTR_IMP","recuperado, https, boletín, oficial, estado, idboe","mejora","Boletín Oficial del Estado, núm. 106, de 4 de mayo de 2006. Recuperado de: https:www.boe.esbuscaract.php?idBOE-A-2006-7899 Ley Orgánica 32007, de 22 de marzo, para la igualdad efectiva de mujeres y hombres. Boletín Oficial del Estado, núm. 71, de 24 de marzo de 2007. Recuperado de: https:www.boe.esbuscaract.php?idBOE-A-2007-6115 Ley Orgánica 82013, de 9 de diciembre, para la mejora de la calidad educativa. Boletín Oficial del Estado, núm. 295, de 10 de diciembre de 2013. Recuperado de: https:www.boe.esbuscardoc.php?idBOE-A-2013-12886 Ley Orgánica 102002, de 23 de diciembre, de Calidad de Educación. Boletín Oficial del Estado, núm. 307, de 24 de diciembre de 2002. Recuperado de: https:www.boe.esbuscardoc.php?idBOE-A-2002-25037 Ley 132005, de 1 de julio, por la que se modifica el Código Civil en materia de derecho a contraer matrimonio. Boletín Oficial del Estado, núm. 157, de 2 de julio de 2005. Recuperado de: https:www.boe.esbuscardoc. [...]","low"
"102706676.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","BACK/CONTR_EXP","término, principal, prohibidos, menos, cuatro, términos","este artículo propone; proponemos","Sirva de ejemplo la frase que introduce este artículo. Para motivar una campaña solidaria, los científicos propusimos: La riqueza se la reparte sólo el diez por ciento de la población. El eslogan que nos regaló nuestro amigo profesor de Lengua y Literatura nos superó con creces. Menos mal.Es universal a todas las asignaturas que el alumno adquiera una buena comprensión lectora, que se exprese correctamente, que no cometa faltas de ortografía, que cuide la presentación y que descubra el gusto por la lectura. Desde las matemáticas también?En este artículo proponemos cuatro ideas para que desde la clase de matemáticas le echemos un guiño mejor que un cable al gusto por la lectura, la expresión verbal y escrita y la creatividad artística. O al menos lo intentaremos. Tabú matemáticoEstá basado en el conocido juego de mesa y presentamos esta ligera modificación para los términos matemáticos. Formamos grupos reducidos de al menos dos jugadores. [...]","high"
"102706676.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","RES/CONTR_EXP","ejemplos, letras, juegos, matemáticas, mesa, respuestas","proponemos","A modo de ejemplos: Juegos de mesa de preguntas y respuestas, novelas cortas de ciencia ficción, dibujos o esculturas, canciones, poemas, presentaciones en soporte informáticos, juegos de ingenio, pasatiempos, concursos televisivos, vídeos...No es difícil encontrar a lo largo de la historia obras de los ejemplos anteriores que han suscitado interés en sus campos respectivos y que han supuesto un aporte importante para la divulgación y comprensión de los contenidos matemáticos y de la ciencia en general. Algo le debemos a Asimov, Gardner, Sam Lloyd, Dalí, Borges, Hawking?... y muchísimos más. 2.- Nuestro retoSon muchos los juegos de mesa que admiten modificaciones para utilizarlos en clase de matemáticas: Pictionary, Thiry, 1990 y Trivial son ejemplos conocidos. Nos gustaría conocer cualquier actividad que interactuase las matemáticas con las llamadas letras, así como célebres ejemplos comentados de esta relación. [...]","medium"
"10344629.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","BACK/CONTR_IMP","valor, gerencia, creación, plazo, rappaport, identifica","rendimiento superior; lo que permite","Vol I No. 2 valor de un negocio, pero no se relacionan directamente con el diseño de estas estrategias, sino que éstas corren por cuenta del cuerpo gerencial de cada organización, partiendo de un diagnóstico de sus procesos actuales y modificándolos de acuerdo al postulado fundamental de la GERENCIA BASADA EN VALOR: generar, en el corto y largo plazo, un rendimiento superior al esperado por el inversionista, considerando que esto depende en gran medida de los niveles de satisfacción de clientes, empleados y todo ente relacionado con el negocio. a El modelo de Rappaport. Rappaport 1998: 163-179 identifica 3 grandes fases en el proceso de implementación de la GERENCIA BASADA EN VALOR denominada por el autor Gerencia del Valor del Accionista: 1. Concertar el compromiso con la creación de valor. 2. Introducir la creación de valor como estándar de todos los procesos y actividades. 3. Reforzar la utilización del criterio creación de valor. [...]","medium"
