category,confidence,key_phrases,keywords,snippet,source_file,source_path
RES,high,"el principio archén de los seres tn ónton es lo ilimitado t ápeiron; t apeiron lo ilimitado es el primer nombre que la soberanía ha adquirido en la filosofía occidental; Los opuestos que son aquí gobernados se refieren a los cuatro elementos que enuncia Aristóteles: caliente, frío, seco, húmedo","ápeiron, ilimitado, principio, archén, contrarios, elementos, generación, corrupción, génesis, phthorán, gobierna","La palabra filosófica con la que habremos de medirnos es la de Anaximandro de quien se supone que ha escrito la sentencia más antigua de toda la filosofía occidental y, por ello también, ha generado un destino, una suerte de marca indeleble que todavía nos constituye. La sentencia dice así: De donde los entes tienen su origen, allí mismo encuentran su destrucción, según la necesidad; pues se hacen justicia y se dan mutua reparación por su injusticia, según el orden del tiempo. Este fragmento, transmitido por Simplicio, ha sido objeto de innumerables interpretaciones a lo largo de los siglos. Sin embargo, lo que nos interesa destacar aquí es cómo esta sentencia establece una suerte de equivalencia entre el ser, el tiempo y la justicia. El nómos que Anaximandro postula no es meramente un orden humano, sino un orden cosmológico que rige la totalidad de lo real. Los entes surgen del apeiron, lo ilimitado, y deben retornar a él como pago por su injusticia. Pero, ¿en qué consiste esta injusticia? Para Anaximandro, el hecho mismo de existir como un ente particular, separado de la unidad del apeiron, constituye una adikia, una transgresión que debe ser reparada mediante la destrucción en el tiempo. El tiempo es aquí el juez que administra la justicia cósmica. Esta estructura fundamental del pensamiento griego ha configurado lo que podríamos denominar la metafísica de la presencia en Occidente. La determinación del ser como presencia y su relación intrínseca con el tiempo como una sucesión de instantes que devoran lo que han engendrado. Si analizamos nuestra actual condición técnica y política, podemos ver cómo este esquema sigue operando. Nuestra civilización vive bajo la égida de una producción incesante que es, al mismo tiempo, una destrucción sistemática. La economía moderna, en su afán de crecimiento infinito, no hace más que acelerar este ciclo de surgimiento y destrucción que ya estaba prefigurado en la sentencia del filósofo de Mileto. El destino de la metafísica no es otro que el despliegue tecnológico de esta intuición original donde la naturaleza es tratada como un depósito de energía disponible para ser consumida y reintegrada al ciclo del capital. Por lo tanto, la palabra de Anaximandro no es un resto del pasado, sino el guion oculto que dirige nuestra contemporaneidad más extrema. El logos que nos gobierna es un logos que separa y clasifica, que establece límites y fronteras, pero que siempre presupone un fondo de indistinción del cual todo proviene y al cual todo debe retornar según la necesidad del nómos.",11090503.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,high,"La motivación del profesorado ha sido alta, suponiendo un reto el no distanciarse del currículo oficial; La motivación de los alumnos ha sido buena y en algunos grupos extraordinaria; En general podemos decir que el nivel de satisfacción ha sido muy alto","La motivación del profesorado ha sido alta, La motivación de los alumnos ha sido buena, nivel de satisfacción ha sido muy alto, Los alumnos han comprendido los objetivos","La motivación del profesorado ha sido alta, suponiendo un reto el no distanciarse del currículo oficial. La motivación de los alumnos ha sido buena y en algunos grupos extraordinaria, han existido excepciones y reticencias iniciales e incluso hubo una clase que no participó en el proyecto por decisión propia, ya que no se sintieron motivados. La proyección hacia fuera de nuestro centro ha sido buena, sin embargo algunos profesores indican que la exposición, dado el enorme trabajo realizado se ha visitado por debajo de sus expectativas.",11367249.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,high,"En el verano de 1933, la coalición republicano-socialista que había ejercido el poder desde la salida del Partido Radical no pudo resistir la presión convergente; los grandes triunfadores de las elecciones de 1931 socialistas y radicales hundieron las respectivas coaliciones políticas; la masa de obreros que quedó fuera del marco corporativo de relaciones laborales aumentó drásticamente","coalición republicano-socialista, partido radical, movilización sindical, crisis económica","Esta dualidad en la definición del sujeto político hizo que la coalición de izquierdas fuera incapaz de ofrecer un marco de representación política a los intereses de la burguesía industrial o de los grandes propietarios agrarios, que se vieron obligados a buscar su representación fuera del sistema de partidos o en partidos que nacieron con la voluntad explícita de destruir el régimen. La debilidad del sistema de partidos nace, pues, de este desencuentro radical: los partidos de izquierda no representaron intereses de clase sino que intentaron suplantarlos mediante una política de Estado, mientras que las clases sociales acabaron por considerar a los partidos como instrumentos irrelevantes para la defensa de sus intereses, prefiriendo la acción directa o la presión corporativa sobre el Gobierno. El paso de los republicanos por el Ministerio de la Gobernación y de los socialistas por el de Trabajo no sirvió para crear una base de apoyo social al régimen, sino para que cada uno de ellos intentara imponer su propia visión de la República. Para los primeros, la República era la ley y el orden; para los segundos, era la plataforma para la reforma social. El resultado fue que, al término del primer bienio, la coalición se rompió no sólo por las diferencias ideológicas entre sus componentes, sino porque ambos habían fracasado en la tarea de articular una mayoría social estable. Los intereses patronales, por su parte, se organizaron con rapidez fuera del Parlamento, utilizando las organizaciones económicas para oponerse a la legislación social del Gobierno, mientras que los sindicatos, especialmente la CNT pero también sectores de la UGT, desbordaron con frecuencia los cauces legales para imponer sus reivindicaciones. El sistema político quedó así suspendido en el vacío, sin raíces en la estructura social y sometido a las sacudidas de unos conflictos que ya no pasaban por el debate parlamentario sino por el enfrentamiento directo en la calle y en los tajos, prefigurando la parálisis gubernamental que caracterizaría a los años siguientes.",11370034.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,high,"Las figuras 1 a 3 muestran el número de días que se superan los valores umbrales; La figura 4 muestra los valores de la integral anual de polen; La tabla 3 muestra los percentiles 90, 95, 97 y 99","figuras 1 a 3, figura 4, tabla 2, tabla 3, percentiles, integral anual de polen","Las figuras 1 a 3 muestran el número de días que se superan los valores umbrales establecidos por la REA a y la SEAIC b para los tipos polínicos Poaceae y Urticaceae en las ciudades de Cartagena, Murcia y Lorca. La figura 4 muestra los valores de la integral anual de polen InAP suma de las concentraciones diarias de granos de polen de un tipo polínico de los tipos polínicos Poaceae y Urticaceae en las tres ciudades estudiadas, los valores de las InAP se recogen en la tabla 2. La figura 5 presenta los valores diarios de los recuentos de los tipos polínicos Poaceae y Urticaceae en las tres ciudades en el periodo de tiempo estudiado.Rev. salud ambient. 2017;172:147-156Elvira-Rendueles B, Moreno JM, Negral L, Martínez-Garcia MJ, Costa-Gómez I, García-Sánchez A, Miralles JC, Moreno-Grau S 153La tabla 3 muestra los percentiles 90, 95, 97 y 99 de la serie temporal de los recuentos de polen de Poaceae y Urticaceae en el periodo 2010-2016. La tabla 4 recoge los valores de las categorías polínicas propuestas para Cartagena, Murcia y Lorca para los tipos polínicos Poaceae y Urticaceae.Las figuras 1c a 3c recogen los días que se superan los valores umbrales propuestos para Poaceae y Urticaceae en Cartagena, Murcia y Lorca.El análisis de la información recogida en la figura 1 nos permite observar el escaso número de días que, con los valores umbrales propuestos por la REA y la SEAIC daríamos un valor de muy alto o valores medioalto para los tipos polínicos Poaceae y Urticaceae en Cartagena. Siendo numerosos los años en los que no se diría en ningún día que el valor es muy alto, o medioalto. Abundando, por lo tanto, los días en los que la información suministrada sería bajo. Sin embargo, estos son tipos polínicos que presentan altos porcentajes de sensibilización en la población alérgica en nuestra Región 37  para Poaceae y 26  Parietaria17. Teniendo en cuenta también que la cantidad de granos de polen que desencadenan los síntomas de polinosis varían de unas zonas a otras13. Consideramos que con los valores umbrales propuestos por la REA o la SEAIC no se está dando una información de relevancia para los enfermos sensibles a estos taxones en la Región de Murcia.",11442159.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,high,"componer un singular Bestiario de Cristo, del que forman parte sus diez alteri-ego; el coraje y la nobleza del León, la fuerza invencible del Unicornio, la caridad sin límites del Pelícano","Bestiario de Cristo, diez alteri-ego, León, Unicornio, Pelícano, Ciervo, Ave Fénix, Cordero, Abeja, Tórtola, Delfín, Serpiente","Es aquí donde el autor hace gala de su inteligencia, capacidad de síntesis y precisión conceptual para componer un singular Bestiario de Cristo, del que forman parte sus diez alteri-ego que, por extensión, también lo son de la propia Eucaristía. Pues nunca debemos olvidar que, con independencia de los valores anecdóticos y las historietas que siempre nos recordarán el coraje y la nobleza del León, la fuerza invencible del Unicornio, la caridad sin límites del Pelícano, la valentía del Ciervo, el fabuloso renacer del Ave Fénix, la pulcra inocencia del Cordero, la mística laboriosidad de la Abeja, la cándida elevación de la Tórtola, la romántica ensoñación del Delfín y el claroscuro de la Serpiente",11468424.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,high,"Uno de los componentes fundamentales de la revolución del Cubismo; la incorporación del tiempo a la pintura: el llamado ojo móvil, la multiplicación de los planos, las distintas perspectivas del modelo; La cámara cinematográfica diseccionaba la realidad, la fragmentaba desde distintos puntos de vista","ojo móvil, multiplicación de los planos, distintas perspectivas, fragmentación, montaje, collage, fotomontaje, múltiples puntos de vista","Uno de los componentes fundamentales de la revolución del Cubismo, que nacía apenas diez años después de las primeras proyecciones de los Lumire, radicó en la incorporación del tiempo a la pintura: el llamado ojo móvil, la multiplicación de los planos, las distintas perspectivas del modelo, la agrupación o fusión de imágenes sucesivas en una sola imagen, procedimientos que parecen tener con el cine una importante deuda.",11565384.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,high,Zubiri sostiene que el hombre es una realidad una y única; una unidad de sustantividad; un sistema constructo de notas,"Zubiri sostiene, realidad una y única, unidad de sustantividad, sistema constructo de notas","Esta concepción del hombre como una unidad sustancial tiene consecuencias inmediatas para el problema de la muerte. Zubiri sostiene que la muerte no es la separación de dos sustancias, sino un evento que afecta a la totalidad de la realidad humana. Si el hombre es una esencia sustantiva unitaria, la muerte debe ser entendida como el cese de la actividad de esa unidad en el mundo. En sus escritos, especialmente en los cursos sobre antropología, el filósofo español destaca que la muerte es una dimensión constitutiva de la vida, no algo que le sobreviene desde fuera al final de su trayecto. La mortalidad está inscrita en la propia estructura de la realidad humana como una limitación impuesta por su condición física y biológica. Sin embargo, lo que resulta más original en el planteamiento zubiriano es cómo esta finitud se vincula con la capacidad del hombre para autoposeerse y definirse a sí mismo. A través de sus actos libres, el ser humano va configurando su propia realidad, dándole una forma o figura que el filósofo denomina la figura de su ser. Esta figura no desaparece con el proceso biológico de la muerte, sino que queda fijada como el resultado final de una trayectoria vital. Zubiri utiliza aquí una distinción sutil pero fundamental: mientras que la vida biológica termina, la realidad personal, en tanto que ha sido configurada por la libertad, adquiere un carácter de definitividad. El análisis de los textos revela que para Zubiri la muerte es el momento en que el hombre queda enfrentado a la verdad última de su propia construcción personal. No se trata de que una parte del hombre el alma sobreviva, sino de que el hombre mismo, en la figura que ha labrado durante su existencia, permanece ante la realidad suprema. Este enfoque permite a Zubiri alejarse del dualismo platónico y cartesiano, proponiendo una visión donde lo psíquico y lo corporal son solo momentos de una única sustantividad que muere por entero, pero que en esa misma muerte alcanza su plenitud o su fracaso definitivo según la orientación que haya dado a su libertad.",11566891.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,medium,"Testing; Depuración; Finalmente, se describirá el último testeo realizado y la última depuración del prototipo","Testing, Postproducción, prototipo, depuración, testeo del juego, último testeo realizado","Para la realización del prototipo se ha utilizado el motor de juegos Construct 2, que permite una programación visual basada en eventos y comportamientos, facilitando la implementación de las mecánicas diseñadas en la fase de preproducción. El desarrollo se ha centrado en la creación de un sistema de puzles donde el jugador debe interactuar con elementos del entorno para abrir camino hacia la salida de cada nivel. Se han implementado mecánicas de movimiento por celdas, activación de interruptores, puertas lógicas y el uso de objetos desplazables. Durante las pruebas de juego se ha observado que la curva de aprendizaje es adecuada, permitiendo al usuario familiarizarse con los controles básicos en los primeros niveles antes de introducir elementos más complejos. El aspecto visual se ha resuelto mediante una estética minimalista en dos dimensiones, utilizando una paleta de colores reducida para destacar los elementos interactivos frente al fondo. La resolución de pantalla se ha adaptado para dispositivos móviles, asegurando que la interfaz de usuario sea clara y los botones de control tengan el tamaño suficiente para una interacción táctil precisa. El rendimiento del juego ha sido satisfactorio en los dispositivos de prueba, manteniendo una tasa de fotogramas constante y tiempos de carga reducidos. Se ha verificado la integridad de los sistemas de colisión y la respuesta de los eventos ante las acciones del jugador, corrigiendo errores de lógica en los niveles avanzados donde la interacción de múltiples objetos podía generar estados de bloqueo no deseados. Los resultados indican que la propuesta de diseño es sólida y que las mecánicas de puzle cumplen con el objetivo de ofrecer un reto intelectual al jugador sin resultar frustrantes. La implementación de una interfaz limpia ha contribuido a mejorar la experiencia de usuario, permitiendo que el foco de atención permanezca en la resolución de los acertijos y no en la complejidad de los controles.",11644439.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,medium,Resultados y grado de consecución de los objetivos propuestos en la anualidad anterior; informe de la labor realizada y de los resultados obtenidos,"Resultados, grado de consecución, objetivos propuestos, anualidad anterior, evaluación","Fomentar la investigación de frontera en la UGR posibilitando el establecimiento de nuevas líneas de investigación mediante la financiación de proyectos innovadores a cargo de jóvenes investigadores que hayan concluido brillantemente su etapa de especialización postdoctoral en áreas estratégicas. Los proyectos de investigación tendrán una duración de un año y podrán ser prorrogados, previa evaluación de los resultados por la Comisión de Investigación, por un máximo de cinco años. El presupuesto de los proyectos será, como máximo, de 34 mil euros anuales, que podrán incluir gastos de ejecución así como gastos de contratación del investigador principal, con una dotación mensual que será, como máximo, de 1990 euros, incluida la parte proporcional de la paga extraordinaria. Los gastos de cuota patronal e indemnización se añadirán a la retribución mencionada. En ningún caso el investigador principal podrá ser contratado por el proyecto por un periodo de tiempo que exceda los cinco años, contabilizando el tiempo que el investigador pudiera haber estado contratado por cualquier programa del Plan Propio de Investigación de la Universidad de Granada. Las solicitudes serán evaluadas por la Comisión de Investigación de la Universidad de Granada, que podrá recabar los informes que considere oportunos de expertos de reconocido prestigio. Los criterios de evaluación serán: Calidad científico-técnica, relevancia y viabilidad del proyecto de investigación presentado 50 por ciento. Currículum vítae del solicitante 40 por ciento. Adecuación del proyecto de investigación al grupo de investigación de acogida y potencial de transferencia de los resultados 10 por ciento. El Vicerrectorado de Política Científica e Investigación podrá establecer prioridades en función de las áreas estratégicas de la UGR. El proceso de selección se llevará a cabo en régimen de concurrencia competitiva.",11744982.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,high,"Para todas las formulaciones ensayadas, se obtuvo un módulo de almacenamiento; Valores medios desviaciones estándar; El análisis de superficie de respuesta evidenció","resultados, valores medios, desviaciones estándar, parámetros, obtuvo, superficie de respuesta","El hecho de incorporar harina de chufa a las formulaciones de pasta conlleva un cambio en sus propiedades tecnológicas y funcionales debido, entre otras cosas, a la disminución del contenido en gluten. En este trabajo se ha evaluado la viscoelasticidad de la matriz de las masas de pasta enriquecida en fibra con incorporación de harina de chufa e hidrocoloides mediante medidas reológicas fundamentales ensayo oscilatorio y análisis del perfil de textura TPA. Y se ha estudiado la posible relación entre los parámet os físicos obtenidos y el nivel de sustitución empleado de ambos componentes harina de chufa e hidrocoloides. La humedad media de todas las formulaciones crudas ensayadas fue de 0,301 0,012 y de las formulaciones cocidas 0,6544 0,0002. En el caso de la aw, para las formulaciones crudas fue de 0,968 0,005 y para las formulaciones cocidas e 0,9939 0,0002. Estos resultados estarían según lo estipulado por la legislación vigente, que marca para el caso de la pasta fresca una humedad máxima del 30 Real Decreto 15341991",11810769.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,high,"Voyager 1 alcanzó el frente de terminación el 16 de diciembre de 2004, a una distancia de 8.4 billones de millas; Voyager 2 alcanzó el frente de terminación el 30 de agosto de 2007, a una distancia de 7.8 billones de millas","Voyager 1, Voyager 2, frente de terminación, distancia, medidas","Voyager 1 alcanzó el frente de terminación el 16 de diciembre de 2004, a una distancia de 8.4 billones de millas 14.1 billones de kilómetros del Sol. Voyager 2 alcanzó el frente de terminación el 30 de agosto de 2007, a una distancia de 7.8 billones de millas 12.6 billones de kilómetros del Sol.",12542972.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,high,El análisis del tamaño corporal de abejas M. beecheii para los dos meliponarios estudiados en el municipio de Cienfuegos mostró que no presentaron diferencias significativas para 8 caracteres morfométricos; los tres primeros componentes incluyeron el 72.45 de la variación total; las abejas del meliponario de Reina y del meliponario de Pepe Rivas mostraron una gran similitud en la maculación cefálica amarilla,"análisis del tamaño corporal, diferencias significativas, caracteres morfométricos, Tabla 1, Análisis de Componentes Principales","El análisis del tamaño corporal de abejas M. beecheii para los dos meliponarios estudiados en el municipio de Cienfuegos mostró que no presentaron diferencias significativas para 8 caracteres morfométricos, excepto para el ancho de la cabeza AC 5,016 ± 0,014, largo de la cabeza 4,311 ± 0,024 y largo del fémur 4,398 ± 0,022 fueron ligeramente mayores para muestras del meliponario ubicado en Pepe Rivas en comparación con las muestras de Reina, donde solo se mostró diferencia en el largo de la tibia 4,075 ± 0,028",126688636.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,high,las HPHRP reducen el desgaste emocional de las kellys; las HPHRP no mejoran la calidad de vida de las camareras de piso; sí mejoran la satisfacción de las trabajadoras y su rendimiento; el burnout reduce la calidad de vida de las camareras de piso,"Resultados, Perfil sociodemográfico, Test de hipótesis, Tabla 1, Tabla 2, Tabla 3, p valor, β estandarizado","Atendiendo a los resultados mostrados en la Tabla 1, se identifica que las HPHRP reducen el desgaste emocional de las kellys Modelo 1, dado que el p valor de beta estandarizado es inferior a 0,1. Sin embargo, dichas prácticas no reducen el cinismo ni la ineficacia Modelos 2 y 3.",126722088.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,high,Se identificaron un total de 219 artículos entre las siguientes bases de datos; sólo 4 cumplieron con todos los criterios de inclusión; Un total de 4 artículos cumplieron los criterios de inclusión establecidos,"219 artículos, 4 cumplieron, Google Scholar, Web of Science, Ebscohost, Scopus","Se identificaron artículos entre las siguientes bases de datos: Google Scholar n4, Web of Science n104, Ebscohost n93, Scopus n18, obteniendo un total de 219. Ahora bien, se eliminaron 175 por el año de publicación 2009-2018, 21 restantes tras no ser acceso abierto y 19 archivos repetidos; finalmente sólo 4 cumplieron con todos los criterios de inclusión.",126764370.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,high,"Se identificarán las dificultades que tiene la obra de ingeniería en la apreciación de sus valores estéticos; Para un mayor acercamiento al problema, se identifican las dificultades de la ingeniería según la estética entorno a las seis ideas que Tatarkiewicz enumeró en 1976","dificultades identificadas, seis ideas de Tatarkiewicz, Arte, Belleza, Forma, Creatividad, Mimesis, Experiencia estética","Para un mayor acercamiento al problema, se identifican las dificultades de la ingeniería según la estética entorno a las seis ideas que Tatarkiewicz enumeró en 1976: Arte, Belleza, Forma, Creatividad, Mimesis, Experiencia estética. [...] Se han determinado y analizado las dificultades que encuentra la ingeniería para su aceptación como manifestación artística.",126921919.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,high,estudios empíricos demostraron que existía una cifra negra; que ponía de manifiesto-la. ineficacia real del aludido principio; la doctrina llamó la atención sobre la crisis del principio de legalidad,"estudios empíricos, cifra negra, ineficacia real, crisis del principio de legalidad","En efecto, estudios empíricos demostraron que existía una cifra negra, que ponía de manifiesto-la. ineficacia real del aludido principio, tal como venía legislado, puesto que muchos hechos delictivos no ingresaban al sistema penal policía, juzgados, fiscalías y de los que lograban hacerlo, sólo algunos, llegaban a juicio, produciéndose una paralización o suspensión, de hecho, de la acción penal",126943669.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,high,"Estimaciones mundiales recientes de la OMS reflejan que en el 2014 el 39% de los adultos de 18 o más años tenían sobrepeso; en Panamá, según la escuela las Encuestas de Niveles de Vida ENV, el incremento de la prevalencia de sobrepeso se ha acelerado; en los adolescentes el 25% tiene problemas de Sobrepeso y Obesidad","prevalencia, datos, estimaciones, perfil epidemiológico, estadísticas","La ENV del 2008, nos indica que la situación parece agravarse, en la población adulta donde el 20.4% es obesa y el 36.4% tiene sobrepeso, siendo más agudo el problema en las mujeres con el 23.8% mientras que en los hombres es de 16.9% Instituto Nacional de Estadística y Censo, INEC, 2012. La misma encuesta señala, que en el grupo etáreo de 10 a 17 años el 18% tiene sobrepeso y el 7% Obesidad, es decir en los adolescentes el 25% tiene problemas de Sobrepeso y Obesidad, INEC, 2012.",126956795.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,high,Resultados globales; Cálculo de los beneficios totales; Destino general de los beneficios totales obtenidos con las acuñaciones y el resello; Rendimientos de las acuñaciones; resultaban de alcance contra Juan Castellón 40.022.036 mrs,"resultados globales, cálculo de los beneficios totales, rendimientos, alcances, beneficios obtenidos, cantidades","Los resultados definitivos de la cuenta se reco-gen en el cuadro II.4.II.6.2. Destino de los beneficios obtenidos con las acuñacionesy el reselloPara un conocimiento más profundo de los destinos que se dieron ala moneda acuñada y resellada durante estos años que nos ocupan,véanse las dos partes del gráfico de sectores II.6. La primera, muestra lapertenencia de los beneficiarios a las seis categorías establecidas desdeel principio para el análisis de los pagos, aunque, por encima de todas,se sitúa netamente la de Ejército, que recibe nueve libranzas. Estasfueron de gran cuantía, pues permiten a este grupo mantener su indiscu-tible predominio en la segunda parte del gráfico II.6, junto con el de Te-sorería General, que sube espectacularmente, haciendo desaparecer ala categoría Casa Real y reduciendo drásticamente las de Particulary Armada. La única pero elevada libranza recibida por Juan de Lisboapermite al grupo Asentistas no solo mantener sino incrementar su pre-sencia en esta segunda parte del gráfico.II.7. Ceca de CuencaComo ya he comentado, en esta ceca se acuñaba vellón de un modoactivo desde finales del siglo XVI e inmediatamente antes de la subida altrono de Felipe III. Ciudad poblada de pequeños y medianos artesanos,CUADRO II.411.589.953 mrs 10.622.639 mrs 967.314 mrs aCargo Data Alcancea El alcance fue contra el tesorero. Reseñar que esta cuenta se liquidó el 25 de julio de 1612, sie-te años después de finalizadas las emisiones. A.G.S., Tribunal Mayor de Cuentas, leg. 912, no 24.",13934583.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,high,"Los resultados iniciales de la fase exploratoria son; de una muestra de 70 tutoras; El test N-CT-4 Practice muestra que un 55,7 de las tutoras presentan un nivel de PC moderado","resultados, muestra, media de edad, nivel de PC, test N-CT-4 Practice","Los resultados iniciales de la fase exploratoria son: de una muestra de 70 tutoras, el 77,1  son mujeres, el 22,9  son hombres. La media de edad de ambos es de 40,2 años. Mayoritariamente trabajan en turno mañana 42,9. El 37,1  trabajan en unidades de cuidados críticos. El 57,1 a nivel contractual son fijas, el 30 interina y solo un 11,4 tienen un contrato eventual. El 88,7 llevan más de 10 años trabajando. El 62,9 son enfermeras asistenciales, el 18,6 son supervisoras enfermeras, el 14,3  son enfermeras de práctica avanzada y el 4,3 son especialistas. Un 32,9  tiene un máster universitario, un 28,6  tiene un máster universitario y un postgrado y tan sólo un 1,4  están doctoradas n3. El 55,7 no han recibido formación relacionada con el PC. El test N-CT-4 Practice muestra que un 55,7 de las tutoras presentan un nivel de PC moderado, un 27,1  alto y un 17,1  bajo.",14091613.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,medium,"En Chad, se está utilizando como marco de muestreo una encuesta representativa a nivel nacional de 2018; En Yibuti y Etiopía, se están empleando datos de registro de ACNUR; varios estudios han concluido que no hay diferencias entre las encuestas realizadas por teléfono móvil y las realizadas por teléfono fijo","Chad, Yibuti, Etiopía, Ecuador, tarjetas de prepago, estudios","Los resultados de estas encuestas de alta frecuencia ya están empezando a mostrar patrones claros. En primer lugar, se observa que las poblaciones desplazadas han sufrido pérdidas de empleo e ingresos en proporciones superiores a las de las poblaciones de acogida, debido a su mayor dependencia de sectores informales que fueron los primeros en cerrar por los confinamientos. En segundo lugar, los datos indican que el acceso a servicios básicos como la salud y la educación a distancia ha sido significativamente menor para los refugiados y desplazados internos, exacerbando las brechas de desigualdad preexistentes. Por ejemplo, en varios de los países analizados, menos del 30% de los hogares desplazados informaron que sus hijos participaban en algún tipo de actividad de aprendizaje desde que cerraron las escuelas, en comparación con el 50% o más en los hogares no desplazados. Además, se ha detectado una mayor incidencia de inseguridad alimentaria; un número creciente de hogares desplazados declara haber tenido que reducir el tamaño de las porciones o el número de comidas al día. Las encuestas también revelan que, aunque el conocimiento sobre las medidas de prevención de la COVID-19 es alto, la capacidad para implementarlas —como el lavado frecuente de manos o el distanciamiento físico— es limitada en entornos de campamientos o asentamientos informales debido a la falta de agua corriente y al hacinamiento.",14131100.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,high,"Tras haber rastreado las 17 UUFF extraídas del DZ en el resto de las obras, observamos que es el DA el que más expresiones registra; En la versión electrónica del repertorio de Garzanti DG encontramos un número más reducido de marcas diatópicas, en concreto se registran 22","resultados, observamos, se registran, encontramos, datos obtenidos","Tras haber rastreado las 17 UUFF extraídas del DZ en el resto de las obras, observamos que es el DA el que más expresiones registra 8 y también el que más variedad americana introduce, como se puede observar en el caso del lema bola. Le sigue el DC con 3 y el DG con solo dos expresiones marcadas. Todas coinciden en señalar como americana la expre-sión manzana de Adán, si bien para Carbonell es un chilenismo y ni Garzanti ni Ambruzzi la reconocen como unidad fraseológica. Las dos UUFF registradas en Carbonell se encuen-tran entre las de Ambruzzi que en este lema presenta un amplio número de entradas con diferentes marcas americanas, mientras que el significado que presenta Zanichelli lo recoge solo esta obra y se supone común para todo el territorio. Ambruzzi y Carbonell coinciden en el significado de la UF quedarse a la luna de Paita, aunque el primero explicita las mar-cas diatópicas con las que coincide Carbonell pero a través de una explicación diatópica. Carbonell registra también la UF de Zanichelli estar de mala luna como común a toda el área americana.",14133359.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,high,La expresión del CD56 fue demostrado en 34 casos 27; Se halló mayor frecuencia en sexo femenino; Los subtipos M2 9 y M3 8 fueron los más frecuentes,"RESULTADOS, expresión del CD56, 27, 34 casos, frecuencia","La expresión del CD56 fue demostrado en 34 casos 27. Se halló mayor frecuencia en sexo femenino y en el intervalo de 30-59 años 21 casos, 17. Los subtipos M2 9 y M3 8 fueron los más frecuentes. Los resultados de LMA CD56 no evidenciaron correlación entre la expresión con el conteo de neutrófilos, leucocitos, plaquetas, blastos en sangre periférica y blastos en médula ósea. La expresión de CD56, se evidenció con frecuencia ante la presencia del gen PMLRARa 25 y en el grupo de riesgo favorable. No se evaluó la asociación entre el cariotipo y la aparición del CD56 por poca cantidad de datos. La Enfermedad Mínima Residual EMR por citometría no demostró diferencia significativa entre los grupos, CD56 y CD56- IC 95: 0.565-1.823. En cuanto a la respuesta a la inducción por citomorfología, tampoco se halló diferencia en ambos grupos IC 95: 0.434-1.590.",14215791.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
RES,high,"El grupo más numeroso estuvo en el rango de 66 a 70 años con 49 pacientes 31,4; luego el grupo de 60 a 65 años con 31 pacientes y el de 71 a 75 años con 28 pacientes; hay un factor no muy estudiado o reportado, la sobreresección","156 pacientes, 66 a 70 años, 49 pacientes, 31,4, 60 a 65 años, 31 pacientes, 71 a 75 años, 28 pacientes, sobreresección","El grupo más numeroso estuvo en el rango de 66 a 70 años con 49 pacientes 31,4; luego el grupo de 60 a 65 años con 31 pacientes y el de 71 a 75 años con 28 pacientes, 19,8 y 17,9 respectivamente. Se presentan los resultados de las observaciones donde se puede distinguir que hay un factor no muy estudiado o reportado, la sobreresección.",14224434.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core
