source_file,source_path,category,keywords,key_phrases,snippet,confidence
11370034.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,RES,"coalición republicano-socialista, partido radical, movilización sindical, crisis económica","En el verano de 1933, la coalición republicano-socialista que había ejercido el poder desde la salida del Partido Radical no pudo resistir la presión convergente; los grandes triunfadores de las elecciones de 1931 socialistas y radicales hundieron las respectivas coaliciones políticas; la masa de obreros que quedó fuera del marco corporativo de relaciones laborales aumentó drásticamente","Esta dualidad en la definición del sujeto político hizo que la coalición de izquierdas fuera incapaz de ofrecer un marco de representación política a los intereses de la burguesía industrial o de los grandes propietarios agrarios, que se vieron obligados a buscar su representación fuera del sistema de partidos o en partidos que nacieron con la voluntad explícita de destruir el régimen. La debilidad del sistema de partidos nace, pues, de este desencuentro radical: los partidos de izquierda no representaron intereses de clase sino que intentaron suplantarlos mediante una política de Estado, mientras que las clases sociales acabaron por considerar a los partidos como instrumentos irrelevantes para la defensa de sus intereses, prefiriendo la acción directa o la presión corporativa sobre el Gobierno. El paso de los republicanos por el Ministerio de la Gobernación y de los socialistas por el de Trabajo no sirvió para crear una base de apoyo social al régimen, sino para que cada uno de ellos intentara imponer su propia visión de la República. Para los primeros, la República era la ley y el orden; para los segundos, era la plataforma para la reforma social. El resultado fue que, al término del primer bienio, la coalición se rompió no sólo por las diferencias ideológicas entre sus componentes, sino porque ambos habían fracasado en la tarea de articular una mayoría social estable. Los intereses patronales, por su parte, se organizaron con rapidez fuera del Parlamento, utilizando las organizaciones económicas para oponerse a la legislación social del Gobierno, mientras que los sindicatos, especialmente la CNT pero también sectores de la UGT, desbordaron con frecuencia los cauces legales para imponer sus reivindicaciones. El sistema político quedó así suspendido en el vacío, sin raíces en la estructura social y sometido a las sacudidas de unos conflictos que ya no pasaban por el debate parlamentario sino por el enfrentamiento directo en la calle y en los tajos, prefigurando la parálisis gubernamental que caracterizaría a los años siguientes.",high
11442159.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,RES,"figuras 1 a 3, figura 4, tabla 2, tabla 3, percentiles, integral anual de polen","Las figuras 1 a 3 muestran el número de días que se superan los valores umbrales; La figura 4 muestra los valores de la integral anual de polen; La tabla 3 muestra los percentiles 90, 95, 97 y 99","Las figuras 1 a 3 muestran el número de días que se superan los valores umbrales establecidos por la REA a y la SEAIC b para los tipos polínicos Poaceae y Urticaceae en las ciudades de Cartagena, Murcia y Lorca. La figura 4 muestra los valores de la integral anual de polen InAP suma de las concentraciones diarias de granos de polen de un tipo polínico de los tipos polínicos Poaceae y Urticaceae en las tres ciudades estudiadas, los valores de las InAP se recogen en la tabla 2. La figura 5 presenta los valores diarios de los recuentos de los tipos polínicos Poaceae y Urticaceae en las tres ciudades en el periodo de tiempo estudiado.Rev. salud ambient. 2017;172:147-156Elvira-Rendueles B, Moreno JM, Negral L, Martínez-Garcia MJ, Costa-Gómez I, García-Sánchez A, Miralles JC, Moreno-Grau S 153La tabla 3 muestra los percentiles 90, 95, 97 y 99 de la serie temporal de los recuentos de polen de Poaceae y Urticaceae en el periodo 2010-2016. La tabla 4 recoge los valores de las categorías polínicas propuestas para Cartagena, Murcia y Lorca para los tipos polínicos Poaceae y Urticaceae.Las figuras 1c a 3c recogen los días que se superan los valores umbrales propuestos para Poaceae y Urticaceae en Cartagena, Murcia y Lorca.El análisis de la información recogida en la figura 1 nos permite observar el escaso número de días que, con los valores umbrales propuestos por la REA y la SEAIC daríamos un valor de muy alto o valores medioalto para los tipos polínicos Poaceae y Urticaceae en Cartagena. Siendo numerosos los años en los que no se diría en ningún día que el valor es muy alto, o medioalto. Abundando, por lo tanto, los días en los que la información suministrada sería bajo. Sin embargo, estos son tipos polínicos que presentan altos porcentajes de sensibilización en la población alérgica en nuestra Región 37  para Poaceae y 26  Parietaria17. Teniendo en cuenta también que la cantidad de granos de polen que desencadenan los síntomas de polinosis varían de unas zonas a otras13. Consideramos que con los valores umbrales propuestos por la REA o la SEAIC no se está dando una información de relevancia para los enfermos sensibles a estos taxones en la Región de Murcia.",high
11468424.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,RES,"Bestiario de Cristo, diez alteri-ego, León, Unicornio, Pelícano, Ciervo, Ave Fénix, Cordero, Abeja, Tórtola, Delfín, Serpiente","componer un singular Bestiario de Cristo, del que forman parte sus diez alteri-ego; el coraje y la nobleza del León, la fuerza invencible del Unicornio, la caridad sin límites del Pelícano","Es aquí donde el autor hace gala de su inteligencia, capacidad de síntesis y precisión conceptual para componer un singular Bestiario de Cristo, del que forman parte sus diez alteri-ego que, por extensión, también lo son de la propia Eucaristía. Pues nunca debemos olvidar que, con independencia de los valores anecdóticos y las historietas que siempre nos recordarán el coraje y la nobleza del León, la fuerza invencible del Unicornio, la caridad sin límites del Pelícano, la valentía del Ciervo, el fabuloso renacer del Ave Fénix, la pulcra inocencia del Cordero, la mística laboriosidad de la Abeja, la cándida elevación de la Tórtola, la romántica ensoñación del Delfín y el claroscuro de la Serpiente",high
11565384.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,RES,"ojo móvil, multiplicación de los planos, distintas perspectivas, fragmentación, montaje, collage, fotomontaje, múltiples puntos de vista","Uno de los componentes fundamentales de la revolución del Cubismo; la incorporación del tiempo a la pintura: el llamado ojo móvil, la multiplicación de los planos, las distintas perspectivas del modelo; La cámara cinematográfica diseccionaba la realidad, la fragmentaba desde distintos puntos de vista","Uno de los componentes fundamentales de la revolución del Cubismo, que nacía apenas diez años después de las primeras proyecciones de los Lumire, radicó en la incorporación del tiempo a la pintura: el llamado ojo móvil, la multiplicación de los planos, las distintas perspectivas del modelo, la agrupación o fusión de imágenes sucesivas en una sola imagen, procedimientos que parecen tener con el cine una importante deuda.",high
11566891.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,RES,"Zubiri sostiene, realidad una y única, unidad de sustantividad, sistema constructo de notas",Zubiri sostiene que el hombre es una realidad una y única; una unidad de sustantividad; un sistema constructo de notas,"Esta concepción del hombre como una unidad sustancial tiene consecuencias inmediatas para el problema de la muerte. Zubiri sostiene que la muerte no es la separación de dos sustancias, sino un evento que afecta a la totalidad de la realidad humana. Si el hombre es una esencia sustantiva unitaria, la muerte debe ser entendida como el cese de la actividad de esa unidad en el mundo. En sus escritos, especialmente en los cursos sobre antropología, el filósofo español destaca que la muerte es una dimensión constitutiva de la vida, no algo que le sobreviene desde fuera al final de su trayecto. La mortalidad está inscrita en la propia estructura de la realidad humana como una limitación impuesta por su condición física y biológica. Sin embargo, lo que resulta más original en el planteamiento zubiriano es cómo esta finitud se vincula con la capacidad del hombre para autoposeerse y definirse a sí mismo. A través de sus actos libres, el ser humano va configurando su propia realidad, dándole una forma o figura que el filósofo denomina la figura de su ser. Esta figura no desaparece con el proceso biológico de la muerte, sino que queda fijada como el resultado final de una trayectoria vital. Zubiri utiliza aquí una distinción sutil pero fundamental: mientras que la vida biológica termina, la realidad personal, en tanto que ha sido configurada por la libertad, adquiere un carácter de definitividad. El análisis de los textos revela que para Zubiri la muerte es el momento en que el hombre queda enfrentado a la verdad última de su propia construcción personal. No se trata de que una parte del hombre el alma sobreviva, sino de que el hombre mismo, en la figura que ha labrado durante su existencia, permanece ante la realidad suprema. Este enfoque permite a Zubiri alejarse del dualismo platónico y cartesiano, proponiendo una visión donde lo psíquico y lo corporal son solo momentos de una única sustantividad que muere por entero, pero que en esa misma muerte alcanza su plenitud o su fracaso definitivo según la orientación que haya dado a su libertad.",high
11644439.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,RES,"Testing, Postproducción, prototipo, depuración, testeo del juego, último testeo realizado","Testing; Depuración; Finalmente, se describirá el último testeo realizado y la última depuración del prototipo","Para la realización del prototipo se ha utilizado el motor de juegos Construct 2, que permite una programación visual basada en eventos y comportamientos, facilitando la implementación de las mecánicas diseñadas en la fase de preproducción. El desarrollo se ha centrado en la creación de un sistema de puzles donde el jugador debe interactuar con elementos del entorno para abrir camino hacia la salida de cada nivel. Se han implementado mecánicas de movimiento por celdas, activación de interruptores, puertas lógicas y el uso de objetos desplazables. Durante las pruebas de juego se ha observado que la curva de aprendizaje es adecuada, permitiendo al usuario familiarizarse con los controles básicos en los primeros niveles antes de introducir elementos más complejos. El aspecto visual se ha resuelto mediante una estética minimalista en dos dimensiones, utilizando una paleta de colores reducida para destacar los elementos interactivos frente al fondo. La resolución de pantalla se ha adaptado para dispositivos móviles, asegurando que la interfaz de usuario sea clara y los botones de control tengan el tamaño suficiente para una interacción táctil precisa. El rendimiento del juego ha sido satisfactorio en los dispositivos de prueba, manteniendo una tasa de fotogramas constante y tiempos de carga reducidos. Se ha verificado la integridad de los sistemas de colisión y la respuesta de los eventos ante las acciones del jugador, corrigiendo errores de lógica en los niveles avanzados donde la interacción de múltiples objetos podía generar estados de bloqueo no deseados. Los resultados indican que la propuesta de diseño es sólida y que las mecánicas de puzle cumplen con el objetivo de ofrecer un reto intelectual al jugador sin resultar frustrantes. La implementación de una interfaz limpia ha contribuido a mejorar la experiencia de usuario, permitiendo que el foco de atención permanezca en la resolución de los acertijos y no en la complejidad de los controles.",medium
11744982.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,RES,"Resultados, grado de consecución, objetivos propuestos, anualidad anterior, evaluación",Resultados y grado de consecución de los objetivos propuestos en la anualidad anterior; informe de la labor realizada y de los resultados obtenidos,"Fomentar la investigación de frontera en la UGR posibilitando el establecimiento de nuevas líneas de investigación mediante la financiación de proyectos innovadores a cargo de jóvenes investigadores que hayan concluido brillantemente su etapa de especialización postdoctoral en áreas estratégicas. Los proyectos de investigación tendrán una duración de un año y podrán ser prorrogados, previa evaluación de los resultados por la Comisión de Investigación, por un máximo de cinco años. El presupuesto de los proyectos será, como máximo, de 34 mil euros anuales, que podrán incluir gastos de ejecución así como gastos de contratación del investigador principal, con una dotación mensual que será, como máximo, de 1990 euros, incluida la parte proporcional de la paga extraordinaria. Los gastos de cuota patronal e indemnización se añadirán a la retribución mencionada. En ningún caso el investigador principal podrá ser contratado por el proyecto por un periodo de tiempo que exceda los cinco años, contabilizando el tiempo que el investigador pudiera haber estado contratado por cualquier programa del Plan Propio de Investigación de la Universidad de Granada. Las solicitudes serán evaluadas por la Comisión de Investigación de la Universidad de Granada, que podrá recabar los informes que considere oportunos de expertos de reconocido prestigio. Los criterios de evaluación serán: Calidad científico-técnica, relevancia y viabilidad del proyecto de investigación presentado 50 por ciento. Currículum vítae del solicitante 40 por ciento. Adecuación del proyecto de investigación al grupo de investigación de acogida y potencial de transferencia de los resultados 10 por ciento. El Vicerrectorado de Política Científica e Investigación podrá establecer prioridades en función de las áreas estratégicas de la UGR. El proceso de selección se llevará a cabo en régimen de concurrencia competitiva.",medium
11810769.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,RES,"resultados, valores medios, desviaciones estándar, parámetros, obtuvo, superficie de respuesta","Para todas las formulaciones ensayadas, se obtuvo un módulo de almacenamiento; Valores medios desviaciones estándar; El análisis de superficie de respuesta evidenció","El hecho de incorporar harina de chufa a las formulaciones de pasta conlleva un cambio en sus propiedades tecnológicas y funcionales debido, entre otras cosas, a la disminución del contenido en gluten. En este trabajo se ha evaluado la viscoelasticidad de la matriz de las masas de pasta enriquecida en fibra con incorporación de harina de chufa e hidrocoloides mediante medidas reológicas fundamentales ensayo oscilatorio y análisis del perfil de textura TPA. Y se ha estudiado la posible relación entre los parámet os físicos obtenidos y el nivel de sustitución empleado de ambos componentes harina de chufa e hidrocoloides. La humedad media de todas las formulaciones crudas ensayadas fue de 0,301 0,012 y de las formulaciones cocidas 0,6544 0,0002. En el caso de la aw, para las formulaciones crudas fue de 0,968 0,005 y para las formulaciones cocidas e 0,9939 0,0002. Estos resultados estarían según lo estipulado por la legislación vigente, que marca para el caso de la pasta fresca una humedad máxima del 30 Real Decreto 15341991",high
12542972.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,RES,"Voyager 1, Voyager 2, frente de terminación, distancia, medidas","Voyager 1 alcanzó el frente de terminación el 16 de diciembre de 2004, a una distancia de 8.4 billones de millas; Voyager 2 alcanzó el frente de terminación el 30 de agosto de 2007, a una distancia de 7.8 billones de millas","Voyager 1 alcanzó el frente de terminación el 16 de diciembre de 2004, a una distancia de 8.4 billones de millas 14.1 billones de kilómetros del Sol. Voyager 2 alcanzó el frente de terminación el 30 de agosto de 2007, a una distancia de 7.8 billones de millas 12.6 billones de kilómetros del Sol.",high
126688636.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,RES,"análisis del tamaño corporal, diferencias significativas, caracteres morfométricos, Tabla 1, Análisis de Componentes Principales",El análisis del tamaño corporal de abejas M. beecheii para los dos meliponarios estudiados en el municipio de Cienfuegos mostró que no presentaron diferencias significativas para 8 caracteres morfométricos; los tres primeros componentes incluyeron el 72.45 de la variación total; las abejas del meliponario de Reina y del meliponario de Pepe Rivas mostraron una gran similitud en la maculación cefálica amarilla,"El análisis del tamaño corporal de abejas M. beecheii para los dos meliponarios estudiados en el municipio de Cienfuegos mostró que no presentaron diferencias significativas para 8 caracteres morfométricos, excepto para el ancho de la cabeza AC 5,016 ± 0,014, largo de la cabeza 4,311 ± 0,024 y largo del fémur 4,398 ± 0,022 fueron ligeramente mayores para muestras del meliponario ubicado en Pepe Rivas en comparación con las muestras de Reina, donde solo se mostró diferencia en el largo de la tibia 4,075 ± 0,028",high
