source_file,source_path,category,keywords,key_phrases,snippet,confidence
113588168.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,INTRO,"introducción, es un proceso que permite",La electroerosión es un proceso que permite el mecanizado de piezas; que bajo sistemas convencionales de maquinado no se logra realizar; Se puede emplear para dar formas sencillas o complejas,"La electroerosión es un proceso que permite el mecanizado de piezas, que bajo sistemas convencionales de maquinado no se logra realizar. Se puede emplear para dar formas sencillas o complejas, desprendiendo virutas muy finas, mediante una herramienta llamada electrodo, el cual se acerca a la pieza sin tocarla, originandose entre ellos una serie sucesiva de descargas electricas. Con este proceso se logra trabajar materiales como aceros, que pueden estar endurecidos, el metal duro aluminio, bronce y todos aquellos que presentan como caracteristicas una buena conductividad. LA ELECTROEROSION DEFINICION Este proceso lo podemos definircomo un metodo de arranque de viruta, sin que exista contacto entre la pieza y la herramienta electrodo, en donde se presentan una serie de chispas descargas electricas, que saltan entre dos polos, con un tiempo de separaciOn determinado, retirando. poco a poco, material de las superficies.",high
11367249.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,INTRO,"investigar, este trabajo nos servirá","Pretendemos investigar y a la vez formar a nuestros alumnos a través de la recreación ficticia de una empresa: Este trabajo nos servirá de excusa para fomentar este espíritu empresarial, que tendrá como objetivo ","Pretendemos investigar y a la vez formar a nuestros alumnos a través de la recreación ficticia de una empresa: TOXICODIVER ATENEA, que tendrá como objetivo la mejora del medio ambiente. Diversificará su actividad en tres campos: el ecoturismo, ofreciendo al cliente itinerarios de senderismo y cicloturismo, aprovechando el magnífico entorno de la ciudad de Alcalá, la regeneración de terrenos degradados, aprovechando también un ejemplo de nuestro entorno: los taludes de carretera y el reciclaje de residuos por el interés relacional y didáctico con la física y química, tecnología y biología, atendiendo en particular al tratamiento de metales pesados.",high
11370034.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,INTRO,"aquí se va a intentar, tendrá como objetivo",Se va a intentar aquí un camino diferente; aquí se va a insistir en el creciente proceso de alienación que respecto a los partidos presuntamente defensores y representantes de sus intereses experimentaron clases enteras de la sociedad,"En los análisis, relativamente abundantes y en más de una ocasión repetitivos, de los partidos políticos durante la II República existe una general unanimidad al catalogar entre los rasgos del sistema su debilidad como característica más relevante... Se va a intentar aquí un camino diferente. Es indudable que los procesos de toma de decisiones, la tramitación parlamentaria de las leyes, la lentitud de los procedimientos, la fragmentación de los partidos, así como naturalmente la resistencia que encontraron las medidas reformistas en poderosos sectores sociales, convirtieron en papel mojado a unas leyes que se habían anunciado como panacea de grandes males. Con todo, aquí se va a insistir en el creciente proceso de alienación que respecto a los partidos presuntamente defensores y representantes de sus intereses experimentaron clases enteras de la sociedad.",high
11442159.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,INTRO,"este trabajo, objetivo",La prevalencia de la polinosis está aumentando en los países desarrollados; Una de las medidas más eficaces para el control de la polinosis es evitar la exposición al alérgeno; Este trabajo tiene por objetivo definir los valores umbrales,"La prevalencia de la polinosis está aumentando en los países desarrollados en las últimas décadas, siendo una enfermedad que ocasiona un gran número de días de pérdida de actividad laboral o de asistencia a la escuela, por lo que, además de los costes directos ligados a la enfermedad, ocasiona importantes costes indirectos. La evitación de la exposición es la medida preventiva más eficaz. Este trabajo tiene por objetivo definir los valores umbrales de los tipos polínicos Poaceae y Urticaceae en las ciudades de Cartagena, Murcia y Lorca, para la difusión a la población de la información aerobiológica de REAREMUR",high
11565384.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,INTRO,"objetivo, influencia, impacto, motivaciones del arte","El objetivo es analizar cómo el cine impactó sobre la mirada de los artistas de vanguardia y de alguna manera les impulsó a caminar por nuevos derroteros; La influencia de la pintura en el cine ha sido ya ampliamente estudiada, pero no en el sentido inverso; entre las numerosas teselas que conforman las motivaciones del arte contemporáneo","La coincidencia cronológica entre el desarrollo del cine y el nacimiento y devenir de las primeras vanguardias es un hecho que debe conducir a analizar el peso que pudo tener el nuevo procedimiento de creación de imágenes en la creatividad artística plástica. La influencia de la pintura en el cine ha sido ya ampliamente estudiada, pero no en el sentido inverso. Sin embargo, entre las numerosas teselas que conforman las motivaciones del arte contemporáneo, la influencia de la imagen tecnológica se puede considerar determinante. El objetivo es analizar cómo el cine impactó sobre la mirada de los artistas de vanguardia y de alguna manera les impulsó a caminar por nuevos derroteros.",high
11644439.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,INTRO,"objetivo principal, Introducción, Descripción, Justificación, Objetivos","El objetivo principal ha sido conseguir un diseño atractivo, Este trabajo de final de grado recoge el proceso de creación de un juego de tablero y el desarrollo de su prototipo; Realizar un prototipo de videojuego para dispositivo móvil con un determinado número de niveles","El objetivo principal ha sido conseguir un diseño atractivo, unas mecánicas de juego interesantes y originales para el jugador y un aspecto visual que las justifique y las refuerce. Este trabajo de final de grado recoge el proceso de creación de un juego de tablero y el desarrollo de su prototipo, pasando por las fases de preproducción, producción, postproducción. Cabe destacar que debido a la intención de experimentar el desarrollo de un videojuego, que es la razón de ser de este proyecto, no se han entrado a valorar cuestiones de diseño necesarias de contemplar para su comercialización, como por ejemplo público objetivo, opciones de monetización o posibles campañas de difusión y publicidad. El resultado del presente trabajo de fin de grado",high
11744982.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,INTRO,"OBJETIVO, Fomentar, nuevas líneas de investigación, proyectos de investigación tendrán",OBJETIVO Fomentar la investigación de frontera en la UGR; posibilitando el establecimiento de nuevas líneas de investigación; Los proyectos de investigación tendrán una duración de un año y podrán ser prorrogados,"OBJETIVO Fomentar la investigación de frontera en la UGR posibilitando el establecimiento de nuevas líneas de investigación mediante la financiación de proyectos innovadores a cargo de jóvenes investigadores que hayan concluido brillantemente su etapa de especialización postdoctoral en áreas estratégicas. CONDICIONES. Los proyectos de investigación tendrán una duración de un año y podrán ser prorrogados, previa evaluación de los resultados por la Comisión de Investigación, por un máximo de cinco años.",high
11810769.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,INTRO,"el siguiente proyecto, estudio, evaluar el efecto, objetivo general, primera etapa, segunda etapa","En el siguiente proyecto se ha querido estudiar el efecto; Evaluar el efecto de la sustitución parcial de; También se ha llevado a cabo el estudio de la adición de unos hidrocoloides seleccionados; En la primera etapa del trabajo, se llevaron a cabo cinco formulaciones; Para la segunda parte del trabajo, se seleccionó","En el siguiente proyecto se ha querido estudiar el efecto de sustituir ciertas cantidades de sémola de trigo duro por harina de chufa sobre el comportamiento mecánico y reológico de la masa pasta cruda como de la pasta cocida. También se ha llevado a cabo el estudio de la adición de unos hidrocoloides seleccionados, como son la carboximetilcelulosa, la goma xantana y la goma garrofín, sobre las mismas propiedad s analizadas para el primer caso. En la primera etapa del trabajo, se llevaron a cabo cinco formulaciones de pasta con el 0, 10, 20, 30 y 40 de sustitución de sémola. La formulación con el 0 de sustitución, que correspondería a un 100 de sémola de trigo duro, se realizó a modo de control. Para la segunda parte del trabajo, se seleccionó un nivel de sustitución de sémola por harina de chufa de un 40 para que las formulaciones pudieran catalogarse como fuente de fibra, según marca la legislación vigente, y se fue variando la cantidad de hidrocoloides empleada para cada formulación.",high
120354197.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,INTRO,"objetivo, presente trabajo, justificación, hipótesis general, objetivo general, estos tiempos, la actualidad","El presente trabajo de investigación, tiene de objetivo determinar la influencia del trabajo en equipo en el desempeño laboral; En estos tiempos difíciles que nuestro país atraviesa, todos se están reinventando; En la actualidad se aprecia que; objetivo general: Determinar la influencia del trabajo en equipo en el desempeño laboral del personal de enfermería de sala Covid; Como Hipótesis general: El trabajo en equipo influye significativamente en el desempeño laboral del personal de enfermería de sala Covid","El presente trabajo de investigación, tiene de objetivo determinar la influencia del trabajo en equipo en el desempeño laboral del personal de enfermería de sala Covid. En estos tiempos difíciles que nuestro país atraviesa, todos se están reinventando, pero tienen que unir fuerzas entre los miembros de la organizar, para plantear estrategias y crear nuevas rutas de emprendimiento. En la actualidad, se aprecia que el mundo ha dado un giro de 180 grados y en estos momentos críticos, se necesita replantear nuevas estrategias para que las instituciones salgan airosas, en estos cambios críticos Blake, 1964. En el campo del sector salud en los hospitales estatales es necesario tener en cuenta la globalización de los países del primer mundo y, en ella se observa la falta de servicios de salud para atender a los pacientes que exigen un nivel de cuidado, pero, es la falta del trabajo en equipo encaminado por profesionales especializados que afecta al rendimiento útil en las actividades de la jornada laboral en sala covid de enfermería hospitalaria.",high
122421035.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,INTRO,"objetivo principal, primer capítulo, segundo capítulo, formulación del problema, justificación","con respecto al reglamento de; Se estableció el objetivo principal de determinar la existencia de relación entre resiliencia y estrés académico en estudiantes universitarios, para lo cual se empleó el método científico;  La investigación fue estructurada de acuerdo con el formato del reglamento de investigación; En el capítulo I se consideró la situación y realidad problemática, también la delimitación y formulación del problema, por último, justificación y objetivos","Con respecto al reglamento de grados y títulos de la Universidad Peruana los Andes, fue 
elaborada la investigación Resiliencia y Estrés Académico en universitarios de psicología en 
tiempos de aprendizaje virtual de una Universidad Privada de Huancayo-2020. Se estableció el 
objetivo principal de determinar la existencia de relación entre resiliencia y estrés académico en 
estudiantes universitarios, para lo cual se empleó el método científico, siendo un tipo de 
investigación básica, de nivel correlacional y basado en el diseño no experimental, transversal 
correlacional. La investigación fue estructurada de acuerdo con el formato del reglamento de 
investigación de la Universidad Peruana los Andes. 
En el capítulo I se consideró la situación y realidad problemática, también la delimitación 
y formulación del problema, por último, justificación y objetivos. En el capítulo II, se desarrolló 
el marco de referencia y se detallan los antecedentes, bases teóricas y el marco conceptual. En el 
capítulo III se formuló la hipótesis de investigación, que abarca la hipótesis general y las 
específicas. 
En el capítulo IV se describió la metodología empleada, el alcance de investigación, nivel, 
diseño, población, muestra y técnica de muestreo, así como también técnicas e instrumentos de 
recaudación de datos, técnicas y análisis de datos, los aspectos éticos de la investigación. 
En el capítulo V, se realizó la descripción de los resultados de la investigación, así como la 
discusión de resultados. ",high
122457943.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,INTRO,"presente trabajo, la finalidad de, impacto, problema","El presente trabajo de investigación se basa en la comercialización de;  Con la finalidad de ver de cómo esta actividad tiene su impacto en; Determinar los niveles de ingresos que perciben las personas; El mayor problema que aqueja a países en vías de desarrollo en el mundo es, y ha sido siempre","El presente trabajo de investigación se basa en la comercialización de truchas actividad a la que se 
dedica la comunidad de Huayllabamba del distrito de Machupicchu en el periodo - 2018. Con la 
finalidad de ver de cómo esta actividad tiene su impacto en el nivel de ingresos de las familias 
que se dedican a dicha actividad, fue necesario elaborar una encuesta dirigida a los comerciantes, 
se obtuvo toda la información necesaria para la preparación de la presente Tesis de Grado y se 
pudo hallar las siguientes verdades: como la ausencia de medios de transporte afecta la 
comercialización de truchas, Por tal motivo las familias dedicadas a dicha actividad tienen bajos 
niveles de ingresos percibidos. 
Frente a la realidad expuesta se optó por sugerir a los pobladores que implemente un plan de 
negocios para obtener mejores resultados en su comercialización de truchas, por otro lado se 
sugiere al municipio de dicha comunidad que promueva más actividades económicas que mejoren 
la calidad de vida de la población. Así mismo al verificar el nivel de ingresos que perciben las 
familias de la comunidad de Huayllabamba se sugiere explotar los sistemas de riego y fomentar 
otro tipo de negocios para la comunidad el cual podría generar mayores ingresos para las familias. 

El mayor problema que aqueja a países en vías de desarrollo en el mundo es, y ha sido siempre; 
el poco desarrollo de su comercio interno que guarda una relación de complementariedad con la 
ausencia de medios de transporte diferentes que comunique a las comunidades más lejanas con las 
ciudades, en la que el comercio y la tecnología ha mejorado el bienestar económico de los 
habitantes. 
Considerando que los cambios sustanciales en la economía de un país y su capacidad para 
mantener los productos y servicios que oferta influyen en la comercialización. ",high
122477983.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,INTRO,"iniciativa, reunimos, discutir",Por iniciativa de la Revista Chilena de la Literatura; nos reunimos en Santiago de Chile el 29 de septiembre de 2014 para discutir políticas comunes; expresar nuestra inconformidad frente a las formas predominantes de la medición de la calidad académica,"Por iniciativa de la Revista Chilena de la Literatura, de la Universidad de Chile, los editores de algunas revistas latinoamericanas nos reunimos en Santiago de Chile el 29 de septiembre de 2014 para discutir políticas comunes y formas de apoyo en nuestra actividad. Los asistentes coincidimos en expresar nuestra inconformidad frente a las formas predominantes de la medición de la calidad académica de las publicaciones que, en primer lugar, privilegia en criterios administrativos y cuantitativos sobre los 
contenidos y, en segundo lugar, tienden a ignorar las prácticas académicas propias de las humanidades, qué son diferentes a las de las ciencias exactas y aplicadas. Por eso, hemos decidido firmar la siguiente declaración pública, en cuya redacción hemos trabajado durante el primer semestre de 2015.",high
122528768.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,INTRO,"Problema, este trabajo, investigación, se realizaron","La ciudad de Tacna se encuentra ubicado en una zona de gran sismicidad; Las experiencias de sismos pasados y el comportamiento estructural de nuestras edificaciones siempre conllevan a una mejora tanto en los materiales utilizados en la 
construcción, así como en lo códigos de diseño; Esta informalidad en las construcciones de Tacna, lo único que generan es un incremento de la vulnerabilidad estructural pudiendo provocar grandes pérdidas de vidas humanas y materiales; Es por ello que en este trabajo de investigación se realizaron ensayos en 30 perfiles de acero tipo ángulo de diferentes dimensiones y espesores","La ciudad de Tacna se encuentra ubicado en una zona de gran sismicidad. El 
ultimo sismo de gran magnitud ocurrió en el año 1868, es por ello que los 
especialistas advierten que este silencio sísmico en el sur del Perú podría provocar 
un terremoto de más de 8.5 grados de magnitud, el cual es de conocimiento de todos 
los pobladores de nuestra localidad. 

 Las experiencias de sismos pasados y el comportamiento estructural de nuestras 
edificaciones siempre conllevan a una mejora tanto en los materiales utilizados en la 
construcción, así como en lo códigos de diseño. Sin embargo, no hay una mejora en 
el proceso constructivo de las edificaciones de la ciudad de Tacna, es decir se sigue 
repitiendo los mismos errores del pasado como son mala calidad de los materiales, 
inadecuado proceso constructivo, falta de control de calidad, entre otros, más aún en 
materiales no muy tradicionales como son las estructuras metálicas. 

Esta informalidad en las construcciones de Tacna, lo único que generan es un 
incremento de la vulnerabilidad estructural pudiendo provocar grandes pérdidas de 
vidas humanas y materiales. Es por ello que en este trabajo de investigación se 
realizaron ensayos en 30 perfiles de acero tipo ángulo de diferentes dimensiones y 
espesores; y se verifico el tipo de falla que se presentó en el bloque de corte, para 
ello fue necesario acondicionar una máquina de ensayos a Tracción creado por el 
Mag. José Acero Docente de la escuela de ingeniería civil de la Universidad privada 
de Tacna en colaboración con los estudiantes del curso de Diseño en Acero y 
Madera. Finalmente se hizo un análisis comparativo de los resultados de teóricos 
versus los del laboratorio.",high
122529250.txt,D:\santi\Documents\MAIA\Bimestre 2026-11\Proyecto\core\core,INTRO,"presente investigación, objetivo, determinar, problema de investigación, planteamiento del problema, investigación, se presenta","La presente investigación tiene por objetivo determinar la relación entre los; En el capítulo I, se presenta el planteamiento del problema, justificación y objetivos de la investigación, objetivo general y objetivos específicos; En el capítulo II, se presenta el marco teórico, que contiene marco bíblico filosófico, los antecedentes de la investigación, la descripción y teorías sobre las variables e hipótesis de la investigación","Expresar lo que pensamos, decir lo que queremos, sentir lo que decimos, y hacerlo de modo apropiado, no es algo natural y espontáneo en todo ser humano, el hacerlo de modo adecuado, no solo es un indicador de salud mental, sino también de mecanismos desarrollados para una adecuada adaptación al entorno a través de herramientas desarrolladas a nivel personal como la asertividad Moral de la Rubia y Ortiz, 2011. 
La presente investigación tiene por objetivo determinar la relación entre los Rasgos de personalidad y asertividad en los estudiantes del 1er y 2do año de la Facultad de Ciencias de la Salud de una universidad privada de Lima-este, 2015. En el capítulo I, se presenta el planteamiento del problema, justificación y objetivos de la investigación, objetivo general y objetivos específicos. En el capítulo II, se presenta el marco teórico, que contiene marco bíblico filosófico, los antecedentes de la investigación, la descripción y teorías sobre las variables e hipótesis de la investigación, seguidamente en el capítulo III, se presenta el diseño y tipo de investigación, variables de la investigación, delimitación geográfica y temporal, participantes y las técnicas e instrumentos de recolección de datos. En el capítulo IV se incluye los resultados y la discusión de la investigación. Finalmente en el capítulo V se encuentra las conclusiones y recomendaciones. ",high
