"id","source_file","snippet","label","comentario"
"T2-0042","10022877.txt","UNIVERSIDAD DE CANTABRIA FACULTAD DE CIENCIAS ECONÓMICAS Y EMPRESARIALES El papel de Enactus en el fomento del emprendimiento social: en el caso de Reino Unido y España The role of Enactus fostering social entrepreneurship: the case of United Kingdom and Spain Trabajo fin de grado. Curso 2018 2019 Autora: Andrea Martos Río Tutora: Ana Fernández Laviada Santander, febrero 2019 El papel de Enactus en el fomento del emprendimiento social: en el caso de Reino Unido y España P á g i n a 2 31 ÍNDICE Resumen ................................................................................................ Página 4 1. Las empresas sociales.......................................................................... Página 5 1. 1. Definición ...................................................................................... Página 5 1. 2. Forma jurídica ............................................................................... Página 5 1. 3. En los países europeos ................................................................ Página 6 1. 3. 1. España .................................................................................... Página 6 1. 3. 2. Reino Unido ............................................................................ Página 8 1. 3. 3. Conclusión .............................................................................. Página 9 2. Enactus .................................................................................................. Página 10 2. 1. Definición, visión y misión .......................................................... Página 10 2. 2. Enactus y los Objetivos de Desarrollo Sostenible ..................... Página 10 2. 3. Competiciones Enactus .............................................................. Página 11 2. 4. Enactus y las mejores universidades del mundo....................... Página 12 2. 4. 1. Ranking QS .......................................................................... Página 12 2. 4. 2. Ranking de Shanghái ........................................................... Página 14 2. 4. 3. Conclusión de los rankings .................................................. Página 16 2. 5. Ubicación de equipos Enactus ................................................... Página 17 2. 6. Enactus en Reino Unido ............................................................. Página 18 2. 6. 1. Enactus para las escuelas ................................................... Página 19 2. 6. 2. Enactus para las universidades ........................................... Página 19 2.","0",""
"T2-0043","10171539.txt","Palabras clave: adolescencia, paternidad, modalidades parentales 1. Este artículo presenta resultados de la investigación la experiencia de la paternidad y su relación con la masculinidad y la configuración de la identidad en adolescentes del municipio del Carmen de Viboral Antioquia, fue realizada por el Grupo de Investigación de Psicología Dinámica de la Universidad de Antioquia en el marco de la convocatoria de proyectos de investigación CODI en las regiones Seccional Oriente, Acta 638. Ejecutada en Enero de 2013 a Mayo de 2014 2. Psicólogo, Universidad de Antioquia; Especialista en psicología clínica y Magister en Psicología, Universidad del Norte; Candidato a Doctor en Ciencias Sociales, Universidad de Antioquia; Docente del programa de psicología y miembro del grupo de investigación en psicología Dinámica, Universidad de Antioquia, Colombia, leonboterobgmail.com 3. Psicólogo, Universidad de Antioquia, Colombia, juan.patinoggmail.com Revista Virtual de Ciencias Sociales y Humanas PSICOESPACIOS ISSN 2145-2776 Vol. 9- N 15 diciembre 2015 http:revistas.iue.edu.coindex.phpPsicoespacios 167 Citación del artículo: Botero Botero, L., Patiño Gonzales, J. 2015. Modelos parentales en un grupo de adolescentes padres. Revista Psicoespacios, Vol. 9, N. 15, pp. 166-187, Disponible en http:revistas.iue.edu.coindex.phpPsicoespacios Recibido 22. 10. 2015 Arbitrado 15. 11. 2015 Aprobado 12. 12. Introducción El embarazo adolescente constituye un problema de salud pública de carácter mundial, que presenta su mayor expresión en países en vía de desarrollo. En la encuesta nacional de demografía y salud Ojeda, 2011 realizada por el ministerio de protección social de la república de Colombia, se encontró que una de cada cinco mujeres adolescentes ha estado embarazada, lo que sugiere una relación de 84 mujeres adolescentes embarazadas por cada 1000 existentes, esto constituye un problema de carácter global y de alto impacto social, económico y psicológico.","0",""
"T2-0044","100253846.txt","MAGALLÁNICA, Revista de Historia Moderna: 6 12 Dossier Enero - Junio de 2020, ISSN 2422-779X Rosa María Alabrús Iglesias Universitat Abat Oliba CEU, Barcelona En este Dossier se analiza la compleja tipología del concepto de la santidad femenina porque fueron, ciertamente, muy diversos los criterios por los cuales se postulaban determinadas mujeres para la beatificación y canonización. Se estudian diversos modelos referenciales de santidad: la martirial que implicaba una vida difícil con el final dramático del martirio los casos de misiones en Asia o con la proximidad al mismo caso de Luisa de Carvajal; la interiorizada a través del recogimiento y las visiones caso de Hipólita de Rocabertí y Martina de los Ángeles Arilla; la que premia la proyección pública asistencial caso de las Terciarias Dominicas del Río de la Plata en el siglo XVIII y, por último, la que significa el testimonio del sacrificio y la renuncia de privilegios elitistas caso de Petrona Isabel de Cálcena y Echeverría de Córdoba del Tucumán, también del siglo XVIII. PALABRAS CLAVE: santidad; mujeres; época moderna; España e Hispanoamérica. Rosa María Alabrús Iglesias es profesora titular y directora de la Cátedra Rey Martín el Humano en la Universitat Abat Oliba CEU de Barcelona. Su investigación se ha deslizado del análisis del pensamiento y la opinión Felip V i lopinió dels catalans, 2001 al estudio de las Órdenes religiosas Tradición y modernidad, 2011; La memoria escrita de los dominicos, 2012; La vida cotidiana y la sociabilidad de los dominicos, 2013 y al discurso eclesiástico sobre la mujer y la espiritualidad femenina Teresa de Jesús.","0",""
"T2-0045","100253923.txt","A partir de la vedette Irma Serrano, la actriz de telenovela Andrea del Boca, el divo Juan Gabriel y la cantante de comedias musicales Valeria Lynch, entre otros, retrataron una realidad inmersa en un proceso de massmediatización en acto. Carlos Monsiváis y María Moreno compartieron, además del interés temático, el espacio de publicación ya que aquellas crónicas aparecieron en 1 Referimos a las colaboraciones de mediados de los años setenta y principios de los ochenta de Carlos Monsiváis para las revista él y Su otro yo, donde escribió, entre otros, sobre Juan Gabriel, La tigresa Irma Serrano, Cantinflas y Elvira Ríos; y las crónicas de María Moreno para el semanario Siete días entre cuyos protagonistas se destacan Moria Casán, Claudia Sánchez, Andrea del Boca, Valeria Lynch y Paco Jamandreu. Carlos Monsiváis y María Moreno, cronistas latinoamericanos ante la cultura de masas. Posicionamientos culturales y autofiguraciones. Revista CeLeHis, N 39, Segundo Semestre 2020, p. 118-134. Facultad de Humanidades, Universidad Nacional de Mar del Plata - ISSN 2313-9463. revistas de actualidad. La elección de este espacio de circulación no especializado y de gran alcance visibiliza la apertura que tuvieron ante las novedades que ofrecían las sociedades de consumo. Las revistas de actualidad constituyen productos comerciales sin filiaciones institucionales, donde se realiza un trabajo periodístico basado en la primicia y dirigido a un público masivo. En este sentido, constituyen espacios marginales dentro del campo artístico. La diferencia entre participar en suplementos culturales o literarios, munidos de legitimación institucional, y colaborar en semanarios sin prestigio artístico no resulta menor.","0",""
"T2-0046","100103905.txt","En 7, los autores presentan un sistema de búsqueda móvil que dividen en dos partes lógicas: el motor de búsqueda local y un meta crawling. En concreto, el motor de búsqueda web local proporciona al usuario la 143Proceso de Categorización de Consultas Basado en Visibilidad en un Dispositivo Móvilcapacidad de adaptar los resultados de la búsqueda a sus propias necesidades, mediante la actualización del índice de búsqueda a partir del análisis conjunto de la información generada localmente por cada usuario y el cambio de contenido. En la misma línea, en 5 se presenta un enfoque de búsqueda personalizada. Esta personalización se propone del lado del cliente y se basa en el mapeo de los intereses a una taxonomía y en la categorización de los resultados, lo que permite desplegar los resultados de acuerdo a los intereses del usuario. Estos intereses son obtenidos a partir de información local que describa los intereses profesionales y habilidades del usuario. Por otra parte, los autores describen en 4 un enfoque para predecir el contexto del usuario aplicado a entornos asistidos, para lo cual analizan la información que describe la ejecución de un conjunto de tareas por parte de cada usuario. Por otro lado, en 1 se describe el framework SPE Secure Persona Exchange, que proporciona servicios personalizados a los usuarios en entornos de computación ubicua en base a las preferencias de cada usuario. La información analizada en este enfoque corresponde a las preferencias del usuario que son almacenadas en su dispositivo móvil, y son proporcionadas de manera explícita por el usuario.","1",""
"T2-0047","10141770.txt","La cooperación bilateral es realizada directamente entre las Administraciones públicas de los países donantes y receptores. Por otro lado, la cooperación multilateral es llevada a cabo entre las Administraciones de los países donantes y los organismos internacionales definidos previamente por el Comité de Ayuda al Desarrollo CAD, que es el órgano oficial que realiza la evaluación y seguimiento de las políticas de la OCDE. Por poner un ejemplo aclaratorio, la contribución del país donante se unirá a la de otros y será desembolsada según criterios internacionales no quedando así bajo el control de los gobiernos donantes 39. Por último, la cooperación multibilateral consiste en la ayuda desde las Administraciones hacia los organismos definidos por el CAD como por ejemplo programas concretos de la ONU, no a la ONU en sí misma. En ocasiones la multibilateralidad es considerada una parte de la Cooperación bilateral 53. Dicho esto, centrándonos en la CID y dejando de lado la AH, encontramos que según el informe del año 2018 de la ONG Medicusmundi La salud en la cooperación al desarrollo y la acción humanitaria 47 de toda la AOD proporcionada ese año, la cooperación en salud supuso el 2, 47 de la AOD total en España. De ese porcentaje, el 66, 7 de la financiación fue a través de ayuda bilateral, principalmente a través de los Ministerios de Asuntos Exteriores, las Comunidades Autónomas y las Entidades Locales; el 28, 25 a través de ayuda multilateral y el 4, 64, de mulltibilateral. Esta ayuda se encuentra dividida en 4 subsectores según el enfoque y a las directrices marcadas por la OMS y son: salud general 35, 68, salud básica 46, 46, salud reproductiva 17 y un elemento añadido recientemente que son las enfermedades no transmisibles 0, 45 ver anexo 5.","1",""
"T2-0048","10164129.txt","- Identificar las ventajas e inconvenientes de la explotación del material cinematográfico en el aula según la bibliografía. - Analizar la filmografía de Pedro Almodóvar como reflejo de la cultura y sociedad española. - Justificar la importancia del desarrollo de las competencias socioculturales en el aula de ELE. Para conseguir las metas previstas en la primera parte de este trabajo se desarrolla el marco teórico; en particular, este apartado se dedica al papel del componente sociocultural en el 5 proceso de aprendizaje-enseñanza y en el desarrollo de la competencia comunicativa. Además, se estudian y se sintetizan las investigaciones teóricas sobre el uso de los recursos cinematográficos en el aula de ELE. En la segunda parte del marco teórico, se analizan las obras de Pedro Almodóvar, cómo se representa la cultura y sociedad española en sus películas. En la tercera parte, se realiza el análisis cuantitativo y cualitativo de la presencia del cine en los manuales de ELE para entender cómo se explota este recurso y qué competencias se desarrollan con su ayuda. Para ello, en primer lugar, se presenta la metodología de análisis diseñada y, a continuación, los resultados obtenidos y su interpretación. En la cuarta parte se elabora una propuesta didáctica basada en las películas de Pedro Almodóvar teniendo en cuenta las carencias detectadas en el análisis previo de los manuales. La propuesta cosiste en tres secuencias basadas en las siguientes obras del director: Volver, Hable con ella y La flor de mi secreto. Las secuencias estarán enfocadas en el desarrollo de las competencias comunicativas y, sobre todo, socioculturales.","1",""
"T2-0049","10090581.txt","Para la variable frecuencia de uso M 2. 65 la media es cercana aunque inferior a 3, que representa el nivel Media: uno o dos días a la semana, mientras que para la variable cultura de videojuegos M 2. 62 también es cercana e inferior a 3, que representa el nivel Media: Creo que tengo algún conocimiento y ocasionalmente participo en sus manifestaciones. En ambas variables parece existir una diferencia entre hombres y mujeres; en frecuencia de uso M 3. 07 frente a M 2. 15 y en cultura de videojuegos M 2. 95 frente a M 2. 22. Para entender cuáles son los géneros preferidos por los estudiantes presentamos en la figura 2 estos resultados ordenando los porcentajes de menor a mayor. Archivos Analíticos de Políticas Educativas Vol. 28 No. 66 12 Figura 2. Géneros preferidos de los estudiantes ordenados en porcentajes e indicando en cada caso el peso de la valoración de hombres y mujeres. Comprobamos que los géneros preferidos por los estudiantes son los juegos de rol 15. 1 y la estrategia 14. 9, mientras que los juegos de lucha aparecen en último lugar 1. Volvemos a observar diferencias notorias entre hombres y mujeres. Mientras que para los primeros los géneros favoritos son los juegos de rol 9. 84, la estrategia 9. 17 y los juegos de deportes y carreras 8. 49, las mujeres se decantan, en mayor medida, por los juegos casuales 8. 53. Por último, presentamos en la figura 3 las plataformas favoritas de los estudiantes, ordenadas de menor a mayor en función del porcentaje obtenido.","1",""
"T2-0050","100253723.txt","Autor de la Tesina de Grado La cualitativas en diálogo con una vasta serie de fundamentos teóricos. El primer capítulo de la obra, titulado Los caminos de la gripe y su llegada a la Argentina: una fotografía de época, hace foco en un escenario y contexto muy preciso como lo es el de la Argentina decimonónica, imbricada entre un pujante desarrollo económico y una creciente agitación política, con la emergencia del radicalismo en los resortes del estado a partir de 1916. Dicho enfoque resulta propicio para comprender la importancia de las condiciones estructurales, socioeconómicas y políticas en materia de salud pública al momento del ingreso del flagelo en nuestro país en sus dos oleadas: la primera, desde octubre hasta noviembre de 1918; y la segunda, entre abril y agosto de 1919. reforma del sistema de salud argentino en los años 90. Contacto: ubicijuanpablogmail.com Juan Pablo Ubici En tal sentido, Carbonetti y Rivero destacan una serie de cuestiones fundamentales. Por un lado, la importancia de comprender la heterogeneidad del impacto de la mortalidad de la gripe a partir de datos de Anales del Departamento Nacional de Higiene, producto de la fuerte disparidad regional del país en términos socioculturales y de infraestructura sanitaria, sumamente fragmentada. Justamente, en ese punto los autores establecen una relación directa entre la escasa incidencia de la gripe española en la ciudad más habitada, Buenos Aires, y el olvido de esta pandemia en términos médicos y académicos. El siguiente capítulo, titulado La gripe en perspectiva médica, se centra en los numerosos debates y tensiones existentes en la ciencia médica local en torno a la epidemiología, fisiopatología, etiología y tratamiento de la gripe española, incluso junto con otras afecciones de carácter mental, mientras ésta se encontraba en pleno apogeo e incluso luego de su desaparición de la geografía nacional.","0",""
"T2-0051","10008511.txt","Method: An anonymous questionnaire was used to assess the activity performed during eachof the sessions of the year 2015. This questionnaire was completed at the end of each session,allowing the assessment of individual teachers. Results: The staff of the SUAP in Cantabria included 123 physicians and 123 nursing profes-sionals. A total of 178 professionals attended the sessions 72 of the workforce. A total of143 professionals 80 of the total attendees, 81 female and 19 male, were included in thesurvey. Just over half 58 of the attendees were family physicians and 42 were nurses. Themajor results of the program were as follows: the interest of the course for their professionalactivity 96, they would recommend the course to their colleagues 94, and the satisfactionof having completed the course 94. Conclusions: The introduction of training activities in the SUAP has been perceived as veryfavourable by the professionals surveyed 2017 Elsevier Espan a, S. L. U. This is an open access article under the CC BY-NC-ND licenserglISsuctptddccfletfoaaCdsafaftlfalmLlltdpulr2sMynalsscEfimdSphttp:creativecommons.ontroduccióne entiende como formación continuada de los profesionalesanitarios cualquier actividad dirigida a ellos, que se realicena vez han obtenido la titulación correspondiente o la espe-ialidad, sin que esta actividad de formación continuadaenga como finalidad la obtención de una nueva titulaciónrofesional1. Las actividades de formación médica continuada consti-uyen la fórmula más idónea para actualizar la competenciae los profesionales, adaptando sus conocimientos y activi-ad profesional a las nuevas tecnologías, al estar estas enontinua evolución. Además de esto, la formación médicaontinuada debe ser contemplada como una herramientaundamental e imprescindible para garantizar la calidad deos servicios sanitarios2.","0",""
"T2-0052","10024022.txt","Dirigida a los niños y niñas desde los tres años hasta los seis años de edad, la finalidad de dicha etapa consiste en ayudar al desarrollo de los sujetos de manera física, afectiva, social y emocional. En el ámbito del desarrollo motor, la Educación Infantil se propone facilitar y afianzar los logros que posibilita la maduración referente al control del cuerpo, presentándose en este caso, la utilidad de la psicomotricidad. Bien es cierto que la psicomotricidad no ha sido considerada siempre de la misma manera y que en nuestra sociedad, aún no está reconocida oficialmente, pero si tiene un peso importante en la educación y desarrollo de los niños. Por ello, en este trabajo se habla sobre la psicomotricdad. Por otra parte, se ha considerado oportuno realizar un estudio sobre el concepto de la inteligencia y, de forma más sustancial, un recorrido por las inteligencias múltiples de Gardner, contemplando de igual modo, sus perspectivas de futuro y su relación con el currículo de Educación Infantil. La teoría de Gardner 1983 sobre las inteligencias múltiples supone un hito importante en el mundo educativo ya que la misma incide en la necesidad de crear una escuela que construya una educación centrada en el individuo, descubriendo en cada uno de los alumnos sus intereses y necesidades, sus puntos fuertes y débiles, además de desarrollar estrategias de aprendizaje que se adapten a cada uno de ellos. Cabe destacar, que durante el desarrollo de este trabajo se abordarán los pero que dicha teoría posee de una manera más desarrollada.","0",""
"T2-0053","10156076.txt","Trabajo fin de Grado: Legislación del turismo rural en la España autonómica 16 4 Objetivos perseguidos La finalidad de este Trabajo de Fin de Grado es el estudiar las distintas normas legales que regulan el turismo rural en España y realizar una comparativa entre las distintas legislaciones territoriales con el fin del identificar problemas que surgen para el usuario de este servicio. Aunque los textos legislativos deben estar todos ellos acogidos a un derecho común y satisfacer la misma necesidad, la realidad es que muestran diferencias importantes tanto en su contenido específico como en las fecha de incorporación a la norma, lo que a todas luces es generador de confusión para el turista interesado en aprovechar la completa oferta en este ámbito del turismo rural en el que la comparación de las garantías y las prestaciones frente a un servicio turístico contratado se presenta como mínimo complicado. El análisis y clasificación individual de la legislación turística rural desarrollado en cada una de las 17 comunidades autónomas nos va a permitir comparar los detalles de las mismas y destacar tanto sus similitudes como sus diferencias, así como sus fortalezas y sus debilidades, con lo que poder en última instancia aportar en lo posible propuestas de mejora. Trabajo fin de Grado: Legislación del turismo rural en la España autonómica 17 5 Metodología El presente trabajo de fin de grado, se centra monográficamente en el Estudio y comparación de las distintas normas que regulan el turismo rural en nuestro país, destacando sus similitudes y sus diferencias, sus fortalezas y sus debilidades, así como la aportación de propuestas de mejora.","1",""
"T2-0054","10159816.txt","En Hermann et al. 2016, se identifican seis principios de diseño que las empresas deben tener en cuenta a la hora de implementar soluciones para la I4. 0: interoperabilidad, virtualización, descentralización, capacidad en tiempo real, orientación al servicio y modularidad. Estos principios proceden de los siguientes componentes de la I4. 0: sistemas ciberfísicos, Internet de las cosas, Internet de los servicios y Smart Factory. Esta lista es ampliada en Ghobakhloo 2016 añadiendo otros principios no tan vinculados a una solución implementable sino a aspectos generales y muy relevantes a tener en cuenta como son la integración horizontal y vertical, Dintén, R. et al. Revista Iberoamericana de Automática e Informática Industrial 18 2021 300-311 301la personalización del producto o la responsabilidad social corporativa. En Belman-López et al. 2020, realizan un análisis del significado y las implicaciones de la I4. 0 y exponen de forma detallada 17 principios de diseño fundamentales obtenidos a través de un estudio de mapeo sistemático: eficiencia, integración, flexibilidad, descentralización, personalización, virtualización, seguridad, solución holística, orientada a servicios, ubicua, colaborativa, modular, robusta, que utiliza información en tiempo real, sirve para la toma de decisiones optimizadas por los datos, equilibra la vida laboral, es autónoma e inteligente. Estos principios son adoptados por nuestra propuesta arquitectónica. A continuación, se describen de forma más particularizada y bajo una óptica de solución implementable las premisas sobre las que se sustenta: - Diversidad de la información: El entorno industrial eshabitualmente extenso y diverso, por lo que la plataformacomputacional debe tener capacidad para gestionargrandes volúmenes de datos, de diversa naturaleza, quese generan a gran velocidad y que además, puedencambiar dinámicamente en el tiempo.- Tiempo real y persistencia: Los requisitos deaccesibilidad a la información generada en el entorno esmuy dispar.","1",""
"T2-0055","100253616.txt","Romano, María Laura. La biblioteca portátil de fray Castañeda. Estudios de Teoría Literaria. Revista digital: artes, letras y humanidades, noviembre de 2020, vol. 9, n 20, pp. 343-348. Esta obra se encuentra bajo una Licencia Creative Commons Atribución-NoComercial-CompartirIgual 4. 0 Internacional. 1 Doctora en Letras por la Universidad de Buenos Aires. En su tesis, titulada Monstruos de la razón. Periódicos no ilustrados en la región platina 1820-1830, indagó las relaciones culturales y literarias entre el Río de la Plata y Rio Grande do Sul a partir de una serie de periódicos satíricos y gauchescos. Es docente de Teoría y Análisis Literario Lenguas Vivas Juan Ramón Fernández y de Introducción a los Estudios de la Literatura Universidad Nacional de General Sarmiento. Publicó diversos artículos sobre los temas que investiga en revistas especializadas y participó en múltiples encuentros académicos. Contacto: goriotlrhotmail.com María Laura Romano 344 Estudios de Teoría Literaria, 9 20, La biblioteca portátil de fray Castañeda: n los primeros años de la década de 1820, los incendiarios papeles del padre Francisco de Paula Castañeda causaron revuelo y malestar entre los sectores ilustrados cercanos al por entonces ministro Bernardino Rivadavia. Su antilusminismo y su agria crítica a las sucesivas administraciones porteñas expusieron al cura a una serie de castigos entre los que se cuentan dos condenas a destierro, la segunda de las cuales significó su partida definitiva de Buenos Aires. El primer destierro tuvo lugar en 1821. En esa ocasión, se le prohibió escribir para el público a la sazón era redactor de siete periódicos y se lo expulsó a un paraje desolado de la pampa bonaerense, Kaquel Huincul, en donde debía permanecer por cuatro años.","0",""
"T2-0056","100252612.txt","El primer bloque temático se compone de los primeros cinco capítulos: La expulsión de los mercaderes del templo, Tierra prometida, alas negras, Todo el que no piense como nosotros, Un nuevo cielo y una nueva tierra y Destruiré Madrid. En el primer capítulo se plantean algunas reflexiones sobre el concepto de elitismo en los centros universitarios estadounidenses, los focos de conflictividad social durante la administración Roosevelt y el estado de ánimo nacional y la evolución de las mentalidades durante toda la Gran Depresión. En el segundo capítulo se presentan los anhelos de la juventud estadounidense del periodo de entreguerras, el impulso del activismo progresista, el equilibrio de alianzas ideológicas y, de forma idealista, la vocación permanente por cambiar las cosas en aquellos años. El tercer capítulo estudia el impacto psicológico del golpe de Estado del 18 de julio en la sociedad estadounidense y los cauces periodísticos por los que fluyó la información relativa a la España de 1936. En estas páginas se toca la polémica cuestión del bloqueo comercial al gobierno democrático de la II República por parte de les tres grandes clásicas, crítica literaria, estudios históricos y biografías. símbolos de Occidente: Francia, Gran Bretaña y los Estados Unidos. En el cuarto capítulo se habla de las primeras experiencias de los brigadistas estadounidenses en suelo español y su proceso de adaptación al contexto políticomilitar del conflicto. Las tensiones internas entre las facciones políticas del bando republicano quedan muy bien reflejadas en estas páginas. El quinto capítulo se centra en el rápido avance de los ejércitos rebeldes sobre Madrid, las alianzas ideológicas con los fascismos europeos y la naturaleza doctrinal del nuevo Estado dictatorial surgido en las regiones españolas donde triunfó la rebelión militar.","0",""
"T2-0057","10055263.txt","Después de asentarse, se observan las capas y se comparan con los estándares de referencia de color ASTM, 2018. Punto de inflamación Significado El punto de inflamación mide la tendencia de la muestra a formar una mezcla inflamable con aire en unas condiciones controladas en el laboratorio. Se usa el punto de inflamación en el transporte de mercancías por mar y en las regulaciones sobre seguridad para definir a los productos inflamables y combustibles. El punto de inflamación nos indica la presencia de productos altamente volátiles e inflamables. Sumario del método Se coloca la muestra en el envase del equipo de medición y se calienta de una forma controlada. A intervalos regulares, por ejemplo cada grado, se introduce una llama al envase y se prende la superficie del líquido, se obtendrá el punto de inflamación en cuanto ardan los vapores ASTM, 2019. PROCESO DE TRANSFERENCIA DE LA CUSTODIA DE LA CARGA DE SUSTANCIAS NOCIVAS LÍQUIDAS A GRANEL 47 Gravedad específica densidad Ver IV. 2. 3. Contenido en agua Significado Los productos químicos son usados en una gran variedad de procesos químicos que pueden verse afectados por el agua. La mayoría de los transportes se realizan por barco, por lo que los productos químicos transportados pueden estar contaminados por el agua. El método de análisis provee un procedimiento de análisis para evaluar el cumplimiento de una especificación. Sumario del método Los métodos de prueba están basados en la reacción de Karl Fischer para la determinación de agua. La reducción de yodo por dióxido de azúfre en presencia de agua para formar trióxido de azufre y ácido yodhídrico.","1",""
"T2-0058","10049604.txt","La estimación se ha hecho en caudales, dado los aforos de los cuales se disponía. En este método se introducen los valores de tres parámetros relacionados con el caudal que proviene de los dos acuíferos considerados: el caudal inicial, un parámetro que aporta información al modelo sobre el tiempo de respuesta del acuífero el cual es un depósito en el cual entra y sale agua, y atenúa el caudal y lo retrasa, como parte del proceso de tránsito de caudales y el último parámetro está relacionado con la atenuación de caudales ya mencionada. 3. 2. 2 Modelo meteorológico La precipitación es el dato de entrada principal al proceso hidrológico analizado. Tras el proceso de análisis e interpolación de la información climatológica se dispone de información pluviométrica diaria para cada una de las subcuencas, en el escenario actual y para cada una de las proyecciones de cambio climático. En HMS se ha asociado a cada subcuenca un pluviómetro, para cada uno de los cuales se han introducido los valores de precipitación del periodo de tiempo y escenario determinado a simular. Se han introducido los datos diarios de precipitación y los valores de evapotranspiración mensual para el período de referencia y para las proyecciones de cambio climático. Estos últimos han sido calculados a partir de los datos de temperatura a través del método de Thornthwaite; el cual está basado en la determinación de la evapotranspiración en función de la temperatura media, con una corrección en función de la duración astronómica del día y del número de días que tiene cada mes.","1",""
"T2-0059","100252109.txt","70 m. En la figura N 25 se muestra capturas del estudio de mecánica de suelos. Figura N 25: Estudio de mecánica de suelos de la institución educativa 17 de setiembre. Fuente: Estudio de mecánica de suelos del expediente técnico Los parámetros sísmicos según el EMS son indicados en la figura N 26, sin embargo, lo descrito en este estudio presenta incompatibilidades con la norma indicada en el mismo, ya que en la norma E. 030-2016 indica que el distrito de El Tambo pertenece a zona 3 para lo cual le correspondería un factor de Z0. 35 y debido a que el parámetro S es dependiente del parámetro Z y a la vez los parámetros de periodo dependen del parámetro S, los valores indicados difieren de lo contemplado en la norma, de la misma manera el suelo por tener una capacidad portante de 2. 4 kgcm2 y según lo indicado en la tabla N 8 el suelo pertenece al perfil de suelo tipo S2. Figura N 26 Parámetros sísmicos según el estudio de mecánica de suelos de la institución educativa 17 de setiembre. Fuente: Estudio de mecánica de suelos El presente estudio analiza el módulo 1 del bloque A: Módulo I: Aulas, depósito, laboratorio, centro de recursos tecnológicos. En la figura N 27 se muestra el plano arquitectónico del segundo nivel. Figura N 27: Planta de arquitectura del segundo nivel Fuente: Expediente técnico institución educativa 17 de setiembre En la figura N 28 se muestra fotos tomadas a los elementos que componen la estructura donde se observa las medidas de las columnas y vigas tienen las dimensiones indicadas en los planos.","1",""
"T2-0060","100253774.txt","Pelícano Revista de la Facultad de Filosofía y Humanidades de la Universidad Católica de Córdoba Pierre Antoine Fabre: La cuestión mística en la posteridad de Michel de Certeau Alfonso Mendiola: El conflicto moderno entre la voz y la escritura Andrés Gabriel Freijomil: El nuevo mundo como página en blanco. Elementos para una historia de las representaciones de América Latina en la obra de Michel de Certeau Christian Jouhaud: Regreso a Loudun Diego Fonti: Sobre cuerpos desaparecidos y memorias encarnadas Karina Clissa: Obras orientadas a la predicación. Estudio comparativo de bibliotecas institucionales en Córdoba del Tucumán en el siglo XVIII Susana María Gómez: Khra: el espacio propiciatorio de una investigación no causalista en literatura Alejandro Luis Pucheta: Conocimiento y racionalidad en el pensamiento de Emmanuel Levinas Adriana Vulponi: Sobre la conformación de un género y de un clásico: avatares en la edición de literatura infantil y juvenil argentina Franco Olmos Rebellato: Entre el instinto y la razón: comentarios sobre la ética y estéticas de un saqueo Bibiana Eguía: Dios en lo innombrable. Presencia del discurso religioso en novelas argentinas contestatarias. Entrevista a la investigadora Ursula Arning Jordi Gastón Prina: Sobre Los sentidos del sujeto, de Judith Butler Directora Silvia Anderlini Universidad Católica de Córdoba - Universidad Nacional de Córdoba, Argentina. Editor Octavio Pedoni Universidad Nacional de Jujuy, CONICET - Universidad Católica de Córdoba, Argentina. Traductor Diego Fonti CONICET, Universidad Católica de Córdoba, Argentina. Jonathan Ventura Universidad Católica de Córdoba, Argentina. Correctora Marcela Bricca Colegio Nacional de Monserrat, Argentina. Comité editorial Cecilia Padvalskis Universidad Católica de Córdoba, Argentina.","0",""
"T2-0061","100103033.txt","En efecto, una de las características principales que señalan la aparición del Estado en un momento histórico-social específico es la verificación de la existencia de autoridades y de un cuerpo de funcionarios diferenciado e independiente de la población; esto es, cuando la anterior sociedad gentilicia ya no puede administrarse a sí misma mediante las reuniones de la gens, la fratría o la tribu, sino que van apareciendo personas especializadas y específicamente destinadas a cumplir trabajos para el conjunto de la comunidad de manera permanente Engels, 2002, Uricoechea, 2001; De 1 Coulanges, 2000 . A pesar que existen algunos documentos sobre la administración de personal en Oriente, los primeros ejemplos detallados sobre sistemas de administración de funcionarios del Estado lo encontraremos en los dos pueblos que heredaron la civilización Minoica, es decir, Grecia y Roma Toynbee, 1994. De Grecia sabemos que la administración pública estaba supeditada a la organización política politeia particular de cada polis; de esta manera, en la demokratia ateniense se configuró un doble sistema de provisión de los cargos que usualmente era anual: a Por sorteo y b Por elección a mano alzada Cohen, 1985. En el caso de Roma, la situación de los empleos a cargo del Estado es más compleja debido a su larga historia y a su evolución política, pero baste decir que durante la República operó un sistema de elección de los cargos a partir de dos tipos de asambleas populares: 1 Comitia centuriata, dominado por los acaudalados elegía los dos cónsules anual, los dos pretores anual y los dos censores cinco años; 2 Concilia Plebis, o asambleas de la plebe elegían cargos anuales tales como los ediles y los tribunos de la plebe.","0",""
