source_file,category,snippet,word_count,matched_keywords,regex_score
16751212.txt,BACK,"niños para contar y enumerar pequeños conjuntos de objetos y en la adición y sustracción de pequeñas  cantidades. Por lo tanto, a pesar de la amplia variedad de estudios sobre el conocimiento matemático  temprano, casi todos los estudios se han focalizado en el conocimiento numérico Rittle-Johnson, Fyfe  y McLean y McEldoon, 2013.  Sin embargo, la equivalencia matemática es un concepto importante también porque ayuda a los niños  a comprender conceptos algebraicos más avanzados Blanton y Kaput 2004, Carpenter et al., 2003 y  Schliemann et al y debería ser parte de los temas de investigación en matemáticas en preescolar. Los  estudios en preescolar sobre equivalencia han demostrado que los niños pequeños pueden tener una  comprensión informal de la equivalencia matemática sin necesidad de usar símbolos Mix, 1999 y que  esto promovería la introducción y el aprendizaje des conceptos algebraicos utilizando símbolos en  primaria Sherman y Bisanz, 2009. No obstante, la comprensión de la equivalencia como un elemento  clave en el desarrollo del pensamiento algebraico en preescolar y las condiciones didácticas necesarias  para hacer emerger este razonamiento en los niños seguía siendo un tema a explorar. Por lo tanto, en  esta investigación, investigamos las posibilidades de hacer emerger y desarrollar el pensamiento  algebraico en niños de 4 a 6 años en el contexto de tareas no simbólicas que involucran equivalencia  matemática proponiendo dos tareas a 36 niños de preescolar.  Nuestros resultados muestran una diversidad de estrategias utilizadas por los niños pequeños. En efecto,  este estudio nos permitió describir y caracterizar 14 estrategias de alumnos ver Tablas 2, 3, 4. Además,  constatamos el predominio de las estrategias de conteo y agregación-retiro en sus respuestas  revelándonos un predominio de la aritmética. Según Gelman y Gallistel 1978, la abstracción numérica  surge muy temprano en los niños, quizás en el contexto de una estructura innata de conocimiento, que  es específica del dominio de los números. Según Mix 1999, esto implica que el desarrollo de la  competencia numérica tiene ciertas ventajas. Sin embargo, la importancia dada al contenido numérico  en la educación preescolar parece haber limitado la elección de las estrategias de los estudiantes al  alentarlos a usar un procedimiento de ensayo y error y una validación de conteo. Estos resultados están  en acuerdo con investigaciones previas realizadas a nivel primario por Warren, Mollinson y Oestrich 2009:  Con demasiada frecuencia, el cálculo numérico domina las conversaciones en el aula en los primeros años.  Aunque esto sirve para encontrar respuestas a los problemas, no nos ayuda a entablar conversaciones sobre  aritmética general, conversaciones que conducen al álgebra formal. Traducción libre, p. 15  Además, pudimos identificar tres estrategias que encierran un pensamiento algebraico: medida,",435,"según mix, según gelman, investigaciones previas",3
74762399.txt,DISC,"Revista Electrónica de Psicología Social Poiésis  No 15 - Junio de 2008  Revista Poiésis. FUNLAM. No 15 - Junio de 2008.  PRIMER ENCUENTRO COLOMBO ARGENTINO DE ESTUDIANTES Y EGRESADOS DE LAS FACULTADES DE  PSICOLOGÍA EN COLOMBIA Y CARRERAS DE PSICOLOGÍA SOCIAL EN ARGENTINA: SOCIALIZACIÓN DE  PRÁCTICAS E INVESTIGACIONES PSICOSOCIALES. 3 y 4 de abril de 2008.  EL CONFLICTO ARMADO Y LA NIÑEZ,  UN GRAN DEBATE EN EL SIGLO XXI  Durante dos largos años, he tenido la posibilidad de trabajar en dos  grupos de investigación que trataron acerca del tema de la vinculación,  permanencia y desvinculación de los niños y niñas al conflicto armado; lo cual  me ha permitido acercar un poco más a este fenómeno, y hace que cada vez  surjan en mí diferentes interrogantes algunos de los cuales son: Los niños son  verdaderamente víctimas del conflicto armado o existe en ellos algún tipo de  responsabilidad? Un niño puede realmente medir las consecuencias de sus  actos? Existe algún tipo de intencionalidad en la vinculación de los niños al  conflicto armado? Y si es así Qué tipo de intencionalidad es esa? De qué  depende? Estos y muchos otros interrogantes han surgido en mí partiendo del  acercamiento a las historias de algunos de los niños desvinculados de  Es conocido por todos que el tema del conflicto armado ha sido y sigue  siendo sujeto de una gran discusión; no solo a nivel nacional, sino también a  nivel mundial. La magnitud de tal fenómeno, aboca a una discusión no sólo  política, sino de igual forma a una discusión de diferentes enfoques, tales  como el jurídico, el psicológico, yo el social, pues cada uno tiene una posición  divergente, aunque no contrapuesta, ya que no pierden la perspectiva del foco  Revista Poiésis. FUNLAM. No 15 - Junio de 2008.  que en este caso son los menores de edad, quienes la mayoría de las veces,  son las víctimas directas de tal fenómeno.  El problema de los menores de edad victimas del conflicto armado no  solo se encuentra en las zonas rurales del país; como suele pensarse en  muchas ocasiones; sino que también se observan en zonas urbanas tales como  Medellín, Cali, Cúcuta, etc., donde la población más vulnerable al reclutamiento  de los diferentes grupos armados ilegales son los jóvenes de sectores  No es desconocido para todos, que este debate se incrementa cuando al  reclutamiento armado se refiere, pues se considera que es un delito reclutar  menores de edad, tal cual se expresa en la ley 418 de 1997, en su artículo 14;  donde expresan Quien reclute a menores de edad para integrar grupos  insurgentes o grupos de autodefensa, o los induzca a integrarlos, o los admita",439,discusión,3
40950349.txt,CONC,"reflexiones a modo de conclusión. Paridad política y violencia de género Al iniciar este milenio y ante los obstáculos que enfrentaron las cuotas, algunos países  comenzaron a aplicar un nuevo mecanismo basado en el principio de paridad. Esta  estrategia, en el ámbito político especifica la composición paritaria, en términos de  sexo, de diversas instancias y órganos de toma de decisión. En particular, respecto a  las listas electorales establece que deben estar integradas en forma equitativa por un  50 de candidatas mujeres y 50 de candidatos varones. Como afirma un estudio de la Cepal 2011, la paridad no es una cuota mayor a  favor de las mujeres sino la expresión más amplia de la universalidad. Esta implica el  reconocimiento de las mujeres como ciudadanas plenas y una nueva práctica de ciu- dadanía orientada a fortalecer las democracias modernas. En síntesis, las cuotas son  medidas temporales que se mantienen hasta lograr el objetivo principal, que no es  otro que la consecución de la igualdad política entre hombres y mujeres. La paridad,  por el contrario, es una medida definitiva, que reformula la concepción del poder  político, redefiniéndolo como un espacio que debe ser compartido igualitariamente  entre hombres y mujeres. Cobo 2002 define la paridad política como un proceso estratégico contra el mo- nopolio masculino del poder político en busca de un reparto equitativo de éste entre  hombres y mujeres; a la vez promueve una transformación en las relaciones de género  en todos los ámbitos de la vida pública y privada. En este sentido, es posible afirmar  que la paridad política transforma la dinámica democrática a través de una nueva  propuesta de contrato sexual orientado a equiparar roles y funciones para ambos  sexos tanto en el ámbito público como privado. Por tal motivo es que se ha acuñado  no solo el concepto de paridad política sino también el de democracia paritaria3, en- tendida como una propuesta para revertir la desigualdad en el acceso a los procesos  de toma de decisión entre varones y mujeres a través de transformaciones reales que  vayan más allá del reconocimiento formal de derechos que en la práctica no logran  ser ejercidos por las mujeres en igualdad de condiciones que por los hombres. En términos generales, la implementación de las cuotas y la paridad política han  resultado en una mayor presencia de las mujeres en los espacios políticos de toma de  decisión, lo que pone en tela de juicio los roles asignados tradicionalmente para ambos  sexos a través de la dicotomía públicoprivado. Si bien ambas estrategias institucionales  3 Este concepto surge de la primera Cumbre Europea sobre las Mujeres y la Toma de Decisiones celebrada en noviem-",437,"a modo de conclusión, en síntesis",2
157888735.txt,DISC,"UNIVERSIDAD ESTATAL PENÍNSULA DE SANTA ELENA FACULTAD DE CIENCIAS SOCIALES Y DE LA SALUD CARRERA DE ENFERMERÍA PROCESO ENFERMERO Y SU IMPACTO EN LA CALIDAD DE VIDA DEL INFANTE CON SÍNDROME DE HIRSCHSPRUNG. HOSPITAL DR. FRANCISCO DE ICAZA BUSTAMANTE. 2020 ANÁLISIS DE CASO PREVIO A LA OBTENCIÓN DEL TÍTULO DE LICENCIADA EN ENFERMERÍA AUTORA: HARO AVECILLAS JOHANNA LIDIA TUTOR A LIC. PÉREZ PONS ELENA. MSc PERÍODO ACADÉMICO 2020-1I TRIBUNAL DE GRADO Econ. Carlos Sáenz Ozaetta, Mgt. Lic. Alicia Cercado Mancero, PhD. DECANO DE LA FACULTAD DE DIRECTORA DE LA CARRERA CIENCIAS SOCIALES Y DE LA SALUD DE ENFERMERÍA Lic. Anabel Sarduy Lugo, MSc Lic. Elena Pérez Pons, MSc.PROFESORA DE ÁREA PROFESORA TUTORA Ab. Víctor Coronel Ortiz, Mgt. SECRETARIO GENERAL II II La Libertad 17 diciembre, 2020 APROBACIÓN DEL TUTOR IMPACTO EN LA CALIDAD DE VIDA DEL INFANTE CON SÍNDROME DE HIRSCHSPRUNG. HOSPITAL DR. FRANCISCO DE ICAZA BUSTAMANTE, - 2020, elaborado por la estudiante HARO AVECILLAS JOHANNA LIDIA, de la Carrera de Enfermería. Facultad de Ciencias Sociales y de la Salud, perteneciente a la Universidad Estatal Península de Santa Elena, previo a la obtención del Título de LICENCIADA EN ENFERMERÍA, me permito declarar que luego de haber orientado, estudiado y revisado, APRUEBO en todas sus partes. Atentamente. Lic. Elena Pérez Pons, MSc. PROFESOR A TUTORA III AGRADECIMIENTO Extiendo mi más sincero agradecimiento a Dios por haber colocado a las personas idóneas en el momento perfecto, antes, durante y después de la realización de mi análisis de estudio de caso, siendo muy importante también la motivación de mi motor impulsor en la vida que son mis hijos, mis padres y hermanas. Con absoluta vehemencia puedo sostener que he contado con los mejores compañeros de aula, docentes, tutores y autoridades administrativas de la ilustre Universidad Estatal Península de Santa Elena entre ellos mi querido y dilecto Decano de la Facultad de Ciencias Sociales y de la Salud, economista Carlos Sáenz O, Lic. Alicia Cercado M, MSc, Directora de nuestra amada Carrera de Enfermería, quienes han marcado un precedente dentro de la gestión administrativa en sus respectivas instituciones. De igual forma quedo supremamente agradecida de cada una de las instituciones de Salud Pública que nos abrieron las puertas durante el Internado Rotativo, periodo precioso lleno de experiencias únicas y enriquecedoras en el campo del quehacer enfermero, y por ende a todo el recurso humano que allí nos recibió siempre prestos a transmitirnos su conocimiento. Por último y de manera muy especial agradezco a mi niña preciosa, mi paciente favorita Andreina Jaslene Arcos Monserrate por permitirme formar parte de su realidad y por haberme concedido el honor de contribuir con un granito de arena en su proceso de recuperación. A todos aquellos guerreros, ángeles que",450,impacto en,2
127957775.txt,METH,"ESCUELA DE POSGRADO PROGRAMA ACADÉMICO DE MAESTRÍA EN DOCENCIA UNIVERSITARIA Herramientas Digitales y Aprendizaje Autónomo en los Estudiantes de un Instituto Tecnológico de la Región La Libertad, 2022 AUTOR: Perez Vertiz, Jorge Daniel orcid.org0000-0002-6717-9653 ASESOR: Dr. Colina Ysea, Felix Jose orcid.org0000-0002-6651-3509 LÍNEA DE INVESTIGACIÓN:Evaluación y Aprendizaje LÍNEA DE RESPONSABILIDAD SOCIAL UNIVERSITARIA: Apoyo a la reducción de brechas y carencias en la educación en todos sus nivelesLIMA PERÚ2022 ii Dedicatoria En lo que hagas siempre sé el mejor. Este esfuerzo en primer lugar es para Dios por haberme brindado la entereza para lograr mis metas; a mi madre y esposa por su apoyo incondicional; a mis 5 hijos Lucero, Junior, Thiago, Thaís y Luhana que son mi motor para seguir siendo mejor persona y profesional cada día. Los quiero. iii Agradecimiento A la Universidad César Vallejo por brindarme la oportunidad de fortalecer mis competencias profesionales a través de sus docentes y poder alcanzar mi objetivos y metas trazadas. INTRODUCCIÓN 1 II. MARCO TEÓRICO 6 III. METODOLOGÍA 21 3.1. Tipo y diseño de investigación 21 3.2. Variables y operacionalización 22 3.3. Población, muestra y muestreo 23 3.4. Técnicas e instrumentos de recoleccion de datos 23 3.5. Procedimientos 24 3.6. Métodos de análisis de datos 25 3.7. Aspectos éticos 25 IV. RESULTADOS 27 V. DISCUSIÓN 36 VI. CONCLUSIONES 47 VII. RECOMENDACIONES 49 REFERENCIAS 50 ANEXOS i v Índice de tablas Tabla 1 Herramientas digitales 27 Tabla 2 Herramientas digitales por dimensiones 28 Tabla 3 Aprendizaje autónomo 29 Tabla 4 Aprendizaje autónomo por dimensiones 30 Tabla 5 Prueba de normalidad Kolmogorov-Smirnova 31 Tabla 6 Relación entre herramientas digitales y aprendizaje autónomo 32 Tabla 7 Relación entre la dimensión tecnológica y aprendizaje autónomo 33 Tabla 8 Relación entre la dimensión informacional y aprendizaje autónomo 34 Tabla 9 Relación entre la dimensión comunicativa y aprendizaje autónomo 35 vi Resumen El presente trabajo de investigación denominado Herramientas digitales y Aprendizaje Autónomo en Estudiantes de un Instituto Superior Tecnológico de la Región la Libertad, 2022, tuvo como objetivo determinar la relación entre herramientas digitales y aprendizaje autónomo en estudiantes de un Instituto Superior Tecnológico de la Región La Libertad. Investigación de tipo básica con diseño no experimental correlacional, transversal. Una población de 278 estudiantes y una muestra de 63 entre hombres y mujeres. Como instrumentos dos cuestionarios relacionados con el uso de las herramientas digitales y el aprendizaje autónomo en los estudiantes. Los datos se procesaron utilizando la estadística descriptiva para determinar el nivel de las variables y la estadística inferencial mediante la prueba no paramétrica de Rho de Spearman para determinar la correlación entre variables y contrastar las hipótesis. Se concluyó: Existe relación significativa y fuerte entre las herramientas digitales y el aprendizaje autónomo en los estudiantes",450,"diseño de investigación, metodología, instrumentos de recoleccion",3
75633949.txt,DISC,"El presente trabajo pretende discutir, a nivel teórico, el reconocimiento o  desconocimiento de los derechos lingüísticos de los sordos en las diferentes modalidades  educativas propuestas para esta población en Uruguay. Para realizar esta discusión se  describirán las diferentes modalidades educativas que se han desarrollado en Uruguay y  se reflexionará a partir de dos supuestos teóricos: las lenguas de señas son sistemas  verbales y los sordos realizan cultura letrada en su lengua de señas a través de las  Los datos utilizados para realizar tal discusión corresponden a los resultados de  actividades de investigación y de extensión que se vienen realizando desde el año 2010  en el Área de Estudios Sordos, Facultad de Humanidades y Ciencias de la Educación,  Universidad de la República Uruguay, en conjunto con algunas escuelas y liceos  Revista Educao Especial  v. 32  2019  Santa Maria  instituciones secundarias que atienden a estudiantes sordos en la órbita de la educación  Estas investigaciones analizaron la legislación uruguaya y los documentos oficiales,  así como también entrevistas y observación participante de quienes, por su inserción  institucional, estaríamos en condiciones de realizar una historización de los procesos  ocurridos en los niveles pre-universitarios de la educación pública de los sordos.  Por el tipo de temática tratada, esta discusión articula, explícitamente, aspectos  teóricos, datos empíricos y una mirada política. Creemos que este es el camino que, en la  actualidad, deben seguir las actividades de investigación y de extensión que pretendan  ubicarse en el interdisciplinario campo de los Estudios Sordos.  Las lenguas de señas son lenguas  Desde mediados del siglo XX la lingüística de las lenguas de señas y otras  disciplinas sociales y humanas sostienen que las lenguas de señas son lenguas  STOKOE, 19601993; BEHARES; MOTEGHIRFO; DAVIS, 1987; PARASINIS, 1999;  URUGUAY, 2001, 20082009; PELUSO, 2010; LODI, 2014; VAL, 2016; DE LEÓN, 2019;  ASURCINDE, 2007, solo para mencionar los más relacionados a la actividad académica  uruguaya. Sin embargo, como señalaré a continuación, esta afirmación no ha sido,  Las lenguas de señas son sistemas verbales porque cumplen con las propiedades  que históricamente la lingüística ha manejado para establecer los límites del objeto  lengua. Básicamente se trata de un sistema digital de unidades; es decir, de un sistema  conformado por unidades discretas que, mediante un conjunto de reglas, se pueden  combinar en unidades mayores. Son sistemas productivos y creativos, al tiempo que son  capaces de ponerse a sí mismos como su propio objeto metalenguaje. La diferencia  entre lenguas de señas y lenguas orales queda circunscripta a la materialidad en la que  se constituyen sus significantes. Hecho que, si bien tiene claros efectos en las formas en  que sus hablantes interactúan con el mundo, y en las formas en que se desarrollan las",442,discusión,3
127958840.txt,METH,"i FACULTAD DE DERECHO Y HUMANIDADES ESCUELA PROFESIONAL DE EDUCACIÓN INICIAL Pedagogía Montessori y Aprendizaje Significativo en niños del nivel inicial de la I.E. Casita Mía, Surco 2021 AUTOR: Br. Palacios La Rosa, Melissa 0000-0003-1333-9786 ASESOR: Dr. Luza Castillo, Freddy F. 0000-0003-1491-0251 LÍNEA DE INVESTIGACIÓN: Didáctica y Evaluación de los Aprendizajes LÍNEA DE RESPONSABILIDAD SOCIAL UNIVERSITARIA: Apoyo a la reducción de brechas y carencias en la educación en todos sus niveles LIMA PERÚ 2022 TESIS PARA OBTENER EL TÍTULO PROFESIONAL DE:Licencida en Educación Inicialii Dedicatoria En memoria a mi papá y abuelita ya que ahora desde el cielo me cuidan, gracias a la promesa que les hice hoy estoy a un paso muy pequeño de poder cumplir una de mis grandes metas como es recibir mi licenciatura. A mi novio Ángel por su apoyo constante, compañía, amor ya que es una parte fundamental en mi vida. A mi madre y hermano por siempre estar pendiente de mis propósitos y animarme a seguir creciendo profesionalmente. Agradezco a Dios por haber sido mi guía en todo, y gracias a él podré lograr todo lo que me propongo. iii Agradecimiento Agradezco a Dios por ser mi guía y soporte emocional en la realización de mi tesis. A mi familia en general por ser uno de los pilares fundamentales de mi vida, por su apoyo incondicional en mis decisiones y por permitirme cumplir con excelencia en el desarrollo de mi tesis. A mi docente que me enseño todos los conocimientos aplicados en mi tesis y por su tiempo que nos brindó en cada caso como asesoría personal. INTRODUCCIÓN 1 II. MARCO TEÓRICO 4 III. METODOLOGÍA 11 3.1. Tipo y diseño de investigación 11 3.2. Variables y operacionalización 11 3.3. Población criterios de selección, muestra, muestreo 14 3.4. Técnicas e instrumentos de recolección de datos 15 3.5. Procedimientos 19 3.6. Método de análisis de datos 19 3.7. Aspectos éticos 20 IV. RESULTADOS 21 V. DISCUSIÓN 29 VI. CONCLUSIONES 33 VII. RECOMENDACIONES 34 REFERENCIAS 35 ANEXOS 40 v Índice de Tablas Tabla 1: Población estudiada 15 Tabla 2: Ficha técnica de Lista de cotejo de Pedagogía Montessori 16 Tabla 3: Ficha técnica de Lista de cotejo de Aprendizaje Significativo 17 Tabla 4: Evaluación de expertos para la variable 1: Pedagogía Montessori y variable 2: Aprendizaje Significativo. 18 Tabla 5: Confiabilidad de Alfa de Cronbach 18 Tabla 6: Variable 1: Pedagogía Montessori en los niños del nivel inicial 21 Tabla 7: Variable 2: Aprendizaje Significativo en los niños del nivel inicial 22 Tabla 8: Prueba de Normalidad 23 Tabla 9: Correlación entre Pedagogía Montessori y Aprendizaje Significativo 24 Tabla 10: Correlación entre Sensorial y Aprendizaje Significativo 25 Tabla 11: Correlación entre Vida Práctica y Aprendizaje Significativo 26",450,"diseño de investigación, metodología, instrumentos de recolección",3
121255032.txt,RES,"significativas. Así se demuestra que las varianzas son iguales, es decir el grupo masculino y el femenino. Por lo tanto, al ser homogéneos se pueden comparar. Tabla 5. Prueba de Levene de igualdad de varianzas. F Sig Valoración de la calidad de vida en el anciano rural aragonés Los resultados obtenidos en la Tabla 6, indican que hay diferencias significativas entre géneros en las dimensiones de salud física significación del p valor: 0,000 y relaciones sociales significación del p valor: 0,017. Se observó cómo el género masculino obtiene 1,6 puntos más de percepción de CV en salud física que el género femenino. De manera diferente sucede en la dimensión relativa a las relaciones sociales, en el cual es el géne- ro femenino quien obtiene 1,5 puntos más que el género masculino. Tabla 6: Dimensiones por género SALUD FÍSICA 3,76 137 0,000 1,61 0,42 0,76 2,46 1,75 136 0,081 0,82 0,47 -0,10 1,76 135 0,017 -1,51 0,63 -2,76 -0,27 AMBIENTE 0,83 136 0,408 0,43 0,52 -0,60 1,48 Valoración de la calidad de vida en el anciano rural aragonés Finalmente, se realizó una prueba de consistencia interna de los dominios para medir la fiabilidad del instrumento, aplicando el estadístico alpha de Cronbach. El alfa de Cronbach 0,906. indica que existe una muy buena consistencia interna de los dominios. El modelo entonces, es fiable. N  Valoración de la calidad de vida en el anciano rural aragonés El objetivo del presente TFM fue analizar la CV de los ancianos mayores de 80 años en el medio rural Aragonés, mediante el cuestionario WHOQOL-BREF validado en estudios previos. Comparando los datos obtenidos en este estudio con otros trabajos de investigación de interés 11-13, los datos recogidos sugieren que la CV en el ámbito rural aragonés en el anciano es muy elevada. En Aragón, existen 19.440 mujeres y 14.114 hombres mayores de 80 años, ubicados en municipios con una población de ancianos de la cuarta edad superior a los 5.000 habitantes de esa edad 12. La edad media de los participantes del estudio fue superior a los 85 años, mientras que, en los estudios realizados por otros investigadores en la revisión bibliográfica, fue población de mayores de 65 años, por lo que su media de edad es significativamente inferior a la del presente estudio, y, por ello, difícilmente comparables, ya que una menor edad implica menor dependencia y menor necesidad de ayuda externa. Dada la media 85 años, se consideró un estudio de la cuarta edad. A partir de los 80 años es cuando comienza la cuarta edad, no existiendo apenas estudios que incluyan esta franja de edad. Por ello, se debe plantear en futuras investigaciones la idoneidad de",442,"media de, los resultados obtenidos, superior a, en la tabla, inferior a",7
121255032.txt,LIM,"con los ancianos rurales en términos de bienestar subjetivo o emocional 26. Además, los cambios importantes en la relación entre una persona y su entorno a lo largo de su vida la competencia ambiental resultó ser la antesala más importante del bienestar psicológico 30. Algunos estudios realizados en otros países, referidos al lugar donde quieren residir los ancianos, muestran que se encontraron variables de que demuestran la gran fragilidad de los ancianos y lo que influye esto es su CV 11, 12. Aunque sus percepciones varían Valoración de la calidad de vida en el anciano rural aragonés fundamentalmente por las diferencias básicas entre sus culturas y sistemas educacionales. Se deben considerar otras estrategias específicas de zonas concretas, como sería el caso de aquellas medidas políticas realizadas en la CA de Aragón 20, adoptadas en orden a paliar el problema de la despoblación de la CAA y los cambios que en esos municipios han originado. Incluso se puede analizar que la CV evidencia en estudios en ancianos institucionalizados 21 es casi similar a lo que resultó de nuestro estudio. No obstante, gracias a las progresivas opciones que han abierto el camino en educación y telecomunicaciones en estos municipios, tanto para la población en general, como para las personas mayores 29, han ofrecido mayores posibilidades de intercomunicación con aquellos familiares que residen lejos del pueblo, mejorando sus relaciones sociales y el aislamiento. Es el caso de la videoconferencia, el teléfono móvil, la televisión por streaming, etc. Aspectos que mejoran positivamente en la CV y que más tarde, habrán de ser considerados estadísticamente. Ahora bien, lo que además se observó mediante la realización de los cuestionarios por partes de los ancianos que aumentaban su CV si dedicaban parte de su jornada del día a voluntariados y reuniones sociales, lo que va en línea con estudios previos realizados Por último, es preciso considerar en este estudio la existencia de ciertas limitaciones que pudo afectar a los resultados, principalmente generadas por las características de la muestra utilizada como son: el tamaño de la muestra, el sistema empleado para la recogida de los datos, limitado en el tiempo por los envíos y el cierre perimetral, y por supuesto la edad avanzada de los participantes que se querían evaluar. Además, se observó que al ser un total de 143 individuos, representaban el 0,139 del total de la población a estudio, si bien para que fuese representativa nuestra muestra tendría que ser de 380; puesto que en el último censo de Aragón 12 se encontraron un total de 33.554 personas mayores de 80 años que cumplían los criterios de inclusión. Por lo tanto, nuestra muestra de 143 cuestionarios no es representativa, a pesar de lo",447,"tamaño de la muestra, ciertas limitaciones",2
158728722.txt,METH,"DOI: 10.24275uama.10249.10253 Cynthia Lizette Hurtado Espinosa ORCID: 0000-0001-6178-7829 Adrian Antonio Cisneros Hernández ORCID: 0000-0001-5341-5849 Congruencia metodológica en proyectos de investigación Páginas 47-71 En: López López, M. Y. 2023. ... et al. Investigación y conceptualización del diseño. Ciudad de México: Universidad Autónoma Metropolitana, Unidad Azcapotzalco, División de Ciencias y Artes para el Diseño, 2023. Obra completa: https:doi.org10.24275uama.396.10201 Universidad Autónoma Metropolitana Unidad Azcapotzalco División de Ciencias y Artes para el Diseño Departamento de Procesos y Técnicas de Realización https:www.azc.uam.mx https:www.cyad.onlineuam https:procesos.azc.uam.mx Área de Investigación Nuevas Tecnologías https:areanuevastecnologias.azc.uam.mx Excepto si se señala otra cosa, la licencia del ítem se describe como Atribución-NoComercial-SinDerivadas https:creativecommons.orglicensesby-nc-nd4.0 47ÁREA DE INVESTIGACIÓN DE NUEVAS TECNOLOGÍASINVESTIGACIÓN Y CONCEPTUALIZACIÓN DEL DISEÑODra. Cynthia Lizette Hurtado EspinosaDr. Adrian Antonio Cisneros HernándezCONGRUENCIA METODOLÓGICA EN PROYECTOS DE INVESTIGACIÓN49ÁREA DE INVESTIGACIÓN DE NUEVAS TECNOLOGÍASINVESTIGACIÓN Y CONCEPTUALIZACIÓN DEL DISEÑODra. Cynthia Lizette Hurtado Espinosa1cynthia.hurtadocuaad.udg.mxDr. Adrian Antonio Cisneros Hernández2coord.graficocuaad.udg.mxUniversidad de GuadalajaraCentro Universitario de Arte, Arquitectura y DiseñoRESUMENEn este texto se presenta una serie de for-matos que ayudan a reflexionar y definir lo que hace falta integrar o eliminar en cada una de las partes que conforman un pro-yecto de investigación, con la finalidad de realizar una revisión sobre la congruencia entre el diseño metodológico con los re-sultados, el protocolo y el marco teórico, ya que los proyectos de investigación, en muchas ocasiones, se realizan por etapas en periodos de tiempo diferentes, con dis-tracciones del investigador o fuentes que se agregan y enriquecen la fundamentación teórica o representan una pequeña desvia-ción en el camino. Por esta razón se deben realizar ajustes en los proyectos de investi-gación para cuadrar todos los aspectos de la metodología en este proceso dialéctico entre planear y ejecutar lo establecido. Palabras clave:Congruencia metodológica Proyecto de investigación Diseño metodológico Resultados Protocolo Marco teóricoABSTRACTThis text presents a series of formats that help to reflect on and define what needs to be integrated or eliminated in each of the parts that make up a research project, in or-der to carry out a review of the consistency between the methodological design with the results, with the protocol and with the theoretical framework, because on many occasions research projects are carried out in stages with different time periods, and, sometimes, some circumstances that dis-tract the researcher may arise or it might happen that some sources are added to the theoretical foundation, resulting in the enrichment of the initial objective or in it ta-king a small deviation along the way, this is the reason why adjustments must be made in research projects to square all aspects of the methodology in this dialectical process between the fact of planning and the exe-cution of what is established. Keywords:Methodological consistency Research project Methodological design Results Protocol Theoretical frameworkCONGRUENCIA METODOLÓGICA EN PROYECTOS DE INVESTIGACIÓN50AUTORESÁREA DE INVESTIGACIÓN",450,"metodología, diseño metodológico",3
30750983.txt,INTRO,"iiiiiiiiFracciones y números fraccionarios en la escuelaelemental: el caso de la escuela primaria cubana1Celia Rizo CabreraLuis Campistrous PérezCentro de Investigación en Matemática EducativaUniversidad Autónoma de GuerreroMéxicocelrizoyahoo.com.mxResumen2En la ponencia se discute el problema del tratamiento de las fracciones en laescuela básica y las dificultades que este concepto entraña para los alumnos. Enparticular se analiza el problema de la distinción entre los conceptos de igualdady equivalencia en el trabajo con las fracciones, la posibilidad y necesidad deintroducirlos a ambos y los obstáculos que puede representar.Finalmente se discute la forma que este problema ha sido enfrentado en la escuelacubana y la solución que se dio al problema en ocasión del último perfecciona-miento de la escuela de Educación General en Cuba. En particular se insiste encómo lograr la diferenciación de los conceptos de fracción y número fraccionario yla necesidad de introducirlos, así como los trasfondos teóricos que hay detrás deello.Palabras claveFracciones, Números fraccionarios, primaria cubana.AbstractIn the paper the problem of teaching fractions in elementary school and the diffi-culties that this concept entail for students are discussed. In particular the problemof distinguishing between the concepts of equality and equivalence in working withfractions, the possibility and necessity of introducing them both and obstacles thatmay represent are analyzed. Finally the way this problem has been addressedin Cuban schools and the solution given to this problem on the occasion of thelast school improvement General Education in Cuba is discussed. In particular,emphasis is placed on how to achieve the differentiation of the concepts of fractionand fractional number, and the need to introduce said differentiation, as well asthe relevant theoretical background.Key wordsFractions, fractional numbers, Cuban elementary education.1 Este trabajo corresponde a una conferencia paralela dictada en la I CEMACYC, celebrada en SantoDomingo, República Dominicana el año 2013.2 El resumen y las palabras clave en inglés fueron agregados por los editores.Cuadernos de Investigación y Formación en Educación Matemática. 2014. Año 9. Número 12. pp 133-140. Costa Ricaiiiiiiii134 Rizo y Campistrous1 IntroducciónAlgunas preguntas que se pretende responder en esta conferencia son las siguientes:1. Qué es una fracción?2. Qué relaciones se pueden establecer entre las fracciones?3. Cuáles son los principales errores que se introducen en la formación del con-cepto de fracción en la escuela elemental quinto y sexto grado?4. Qué papel puede jugar la inclusión de otros conceptos como es el caso delconcepto de número fraccionario? En qué se diferencia una fracción de unnúmero fraccionario?5. Cuál puede ser una introducción que contemple la introducción del conceptonúmero fraccionario?6. Qué particularidades tiene la introducción didáctica en el caso de la igualdady la equivalencia de fracciones?7. El caso de la escuela primaria cubana.A modo introductorio cabe destacar que uno de los conceptos que más dificultadespresenta en la escuela básica es el de fracción. Estas dificultades en",450,introducción,3
